MJD	log10(E)	ang_err	RA	Dec
   55916      3.4      0.6     28.9     -8.8
   55916      5.2      2.1    120.2    -56.4
   55916      4.0      0.2    358.2    -27.3
   55916      5.4      0.2    179.6    -33.2
   55916      4.1      0.2    194.4    -26.4
   55916      5.3      1.9    265.7    -73.7
   55916      3.2      0.4    209.3    -11.3
   55916      5.2      0.3    274.7    -43.0
   55916      4.7      0.2    264.0    -19.1
   55916      5.5      1.7    154.4    -56.5
   55916      5.4      1.0    185.6    -63.0
   55916      3.6      0.2    139.9    -13.7
   55916      4.6      0.6    281.1    -71.6
   55916      3.1      0.7      3.0     -6.6
   55916      3.0      0.4     50.2    -49.6
   55916      5.0      0.4    355.3    -54.9
   55916      5.8      2.8    112.3    -30.2
   55916      4.9      1.8    229.0    -26.5
   55916      4.3      1.1    165.5    -23.6
   55916      4.0      0.5     15.2    -25.3
   55916      4.7      0.4    108.6    -73.3
   55916      4.4      0.3    202.2    -17.6
   55916      4.3      0.6     64.1    -57.4
   55916      3.8      2.9    316.7    -17.0
   55916      4.4      0.2     19.0    -75.4
   55916      4.9      0.4     26.5    -52.5
   55916      4.9      0.5    218.9    -24.0
   55916      5.1      1.7    134.5    -67.2
   55916      4.7      0.2    196.6    -68.0
   55916      4.1      0.2    321.5    -38.2
   55916      6.3      4.5    141.3    -33.5
   55916      4.8      0.4    344.7    -20.4
   55916      3.5      1.0    252.3    -12.1
   55916      4.9      0.3    181.5    -34.7
   55916      5.0      1.2    324.2    -31.0
   55916      4.5      1.4    187.1    -22.9
   55916      4.7      0.2    354.6    -36.0
   55916      5.1      0.2     21.9    -43.1
   55916      4.6      0.5    182.6    -41.1
   55916      4.7      0.7     67.1    -33.5
   55916      4.2      1.9    124.7    -16.1
   55916      3.9      0.2    107.2    -22.9
   55916      3.8      0.2    331.4    -17.9
   55916      4.9      0.2     39.1    -70.3
   55916      4.6      0.4    220.2    -26.1
   55916      5.2      0.4     54.3    -61.4
   55916      3.6      0.3    136.5    -35.7
   55916      4.6      0.2     31.0    -23.0
   55916      3.1      0.2     54.5    -10.9
   55916      3.4      0.5    214.6    -12.7
   55916      4.4      0.3     33.2    -23.3
   55916      4.6      0.4    214.5    -20.3
   55916      2.9      0.6    192.0     -5.5
   55916      5.3      1.1    152.2    -56.2
   55916      5.0      3.3    327.2    -40.3
   55916      3.7      0.1     70.3    -48.5
   55916      4.9      1.4    182.4    -36.7
   55916      5.3      0.7    159.5    -42.9
   55916      2.8      0.4    236.5    -21.5
   55916      2.9      6.0     16.2     -7.0
   55916      5.4      2.1    208.9    -45.0
   55916      3.0      0.5    261.7     -5.3
   55916      4.3      0.2    314.4    -46.7
   55916      3.3      1.5    227.3     -9.4
   55916      4.5      0.5    238.2    -16.1
   55916      4.1      8.0    198.2     -7.5
   55916      4.2      0.2     61.9    -43.9
   55916      4.9      0.2    238.2    -65.9
   55916      3.4      0.5    221.9    -11.2
   55916      4.3      0.2    180.4    -65.6
   55916      4.8      0.5     10.6    -24.4
   55916      4.3      0.4    247.2    -21.6
   55916      5.1      1.2    342.7    -28.4
   55916      3.8      0.6    356.2    -23.3
   55916      4.1      0.8    103.0    -65.0
   55916      4.5      1.3    229.4    -35.7
   55916      2.9      2.8    144.2    -12.9
   55916      3.8      0.4    208.6    -15.3
   55916      4.9      2.9    137.8    -35.9
   55916      5.2      0.6      6.0    -48.8
   55916      3.4      0.8     69.2    -11.1
   55916      5.0      0.9    159.8    -15.6
   55916      4.2      1.8    216.9    -18.2
   55916      5.6      1.9    230.7    -61.4
   55916      4.7      0.4     96.3    -79.5
   55917      3.6      1.0    113.2    -11.1
   55917      4.5      1.7    177.0    -63.9
   55917      4.8      5.7    358.6    -24.1
   55917      3.0      0.3     94.9     -9.1
   55917      4.2      0.8    247.9    -77.3
   55917      4.6      0.1    341.3    -34.7
   55917      3.8      2.1     62.2     -8.5
   55917      4.1      1.2    180.0    -44.7
   55917      4.6      0.1    257.2    -63.4
   55917      3.3      0.2    212.1     -9.1
   55917      3.5      0.2      9.4    -16.2
   55917      4.7      0.6    173.9    -62.7
   55917      5.0      0.3     87.5    -44.3
   55917      3.9      0.4     72.0    -35.3
   55917      2.9      0.5    226.5     -8.4
   55917      5.7      1.3    191.9    -38.9
   55917      4.2      0.3     84.6    -26.1
   55917      3.8      1.7     84.6     -5.6
   55917      3.6      0.6     81.8    -10.6
   55917      4.5      0.2    237.9    -28.3
   55917      4.3      0.3    144.7    -29.3
   55917      4.8      0.6    264.0    -29.2
   55917      5.2      1.5    206.0    -45.0
   55917      5.6      2.6    241.3    -44.3
   55917      5.1      0.3    325.8    -40.5
   55917      4.3      0.6    282.6    -38.9
   55917      4.7      0.8    339.8    -76.7
   55917      4.5      1.1    273.7    -25.9
   55917      5.1      0.2    328.3    -33.4
   55917      4.3      0.5    121.1    -44.5
   55917      5.2      0.3     50.9    -41.3
   55917      4.0      0.3    141.2    -30.5
   55917      4.9      0.3    161.2    -27.8
   55917      4.4      0.6    267.8    -28.6
   55917      3.6      1.2    243.3    -82.0
   55917      3.9      0.5    322.5    -24.8
   55917      5.3      1.1    359.9    -69.5
   55917      3.0      0.5    199.0     -9.1
   55917      4.8      0.6     81.9    -83.6
   55917      3.0      0.6    283.9     -5.9
   55917      2.9      0.3    234.5     -7.9
   55917      4.3      0.3    226.5    -29.8
   55917      5.3      1.2    280.3    -37.3
   55917      4.0      0.2     11.3    -22.0
   55917      5.4      4.4    314.1    -46.6
   55917      4.2      0.3    262.7    -25.0
   55917      4.4      0.8    111.8    -19.8
   55917      4.6      0.2    219.3    -18.3
   55917      4.8      0.4    175.3    -51.1
   55917      3.1      2.5    135.0    -79.8
   55917      3.5      0.3    133.5    -12.0
   55917      5.1      0.7    109.4    -60.9
   55917      4.2      0.2    194.9    -13.2
   55917      4.7      0.5     34.5    -37.4
   55917      5.4      2.6    283.3    -60.3
   55917      3.2      0.3    124.4    -12.9
   55917      5.3      3.8    209.1    -40.3
   55917      5.1      0.3    177.8    -37.9
   55917      5.3      1.2    296.3    -42.0
   55917      4.6      1.0    112.1    -72.6
   55917      4.9      0.4      6.1    -38.9
   55917      4.6      0.2    287.4    -55.1
   55917      4.0      0.8     78.1    -88.2
   55917      4.0      0.2     90.4    -11.3
   55917      5.1      2.3    341.9    -39.3
   55917      4.5      0.7    127.1    -35.6
   55917      4.4      0.4    238.3    -23.5
   55917      3.2      0.6     88.2     -8.1
   55917      4.3      0.2    214.0    -26.9
   55917      3.0      0.6    265.4    -10.1
   55917      4.1      0.4    308.2    -36.6
   55917      4.5      3.7     47.5    -16.1
   55917      4.8      0.2    174.7    -47.7
   55917      3.8      0.1    275.0    -24.6
   55917      4.1      0.2    331.6    -16.8
   55917      5.2      0.5    114.6    -69.8
   55917      5.3      1.8     49.4    -45.5
   55917      5.1      2.0    122.6    -50.3
   55917      4.8      0.3    246.1    -29.7
   55917      4.7      0.5     80.7    -68.4
   55917      4.0      0.5    297.0    -73.9
   55917      4.1      0.9    120.6    -31.8
   55917      3.9      1.5     60.0    -17.5
   55917      3.3      0.9     71.1    -10.1
   55917      4.5      0.4    272.3    -80.7
   55917      5.7      0.6    270.0    -40.4
   55917      5.4      2.1    188.7    -33.0
   55917      5.2      0.6    125.5    -67.2
   55917      3.1      0.2      8.2    -12.6
   55917      3.4      0.5    142.6    -11.0
   55917      3.9      0.9     84.1    -13.1
   55917      3.6      0.5    296.6     -8.9
   55917      5.5      1.3    112.4    -40.7
   55917      4.4      0.9    270.1    -46.3
   55917      5.2      0.4    176.8    -39.8
   55917      4.7      0.2    164.7    -30.8
   55917      5.4      0.3    256.4    -42.4
   55917      3.3      0.2    224.8    -16.0
   55917      4.5      0.2    103.2    -29.3
   55917      5.4      0.9    103.5    -29.4
   55917      3.2      0.3     66.1    -11.8
   55917      4.6      0.6    228.7    -30.0
   55917      4.6      0.9    170.3    -24.2
   55917      5.0      2.7    272.9    -59.3
   55917      3.8      0.2    189.5    -19.5
   55917      3.2      0.6    164.9    -37.8
   55917      4.4      0.2     27.4    -12.0
   55917      4.8      2.0    258.9    -72.7
   55917      5.1      1.4    319.9    -39.2
   55917      4.6      0.8     55.1    -29.5
   55917      4.8      0.3    294.7    -58.7
   55917      4.2      0.2    321.3    -76.3
   55917      4.2      0.3    188.1    -28.1
   55917      4.7      0.7    265.5    -45.1
   55917      3.8      0.3    134.4    -16.4
   55917      4.7      0.2     21.1    -60.1
   55917      4.8      1.1     52.2    -26.6
   55917      4.3      0.4     68.6    -30.5
   55917      4.9      0.7    111.7    -59.9
   55917      4.9      0.4     64.0    -49.2
   55917      4.7      0.5     94.3    -63.6
   55917      2.9      0.7     53.5     -7.2
   55917      4.1      0.2     75.4    -18.7
   55917      5.5      1.2    344.7    -48.8
   55917      5.1      0.7    262.0    -44.5
   55917      3.8      0.8     69.6    -13.9
   55917      5.6      0.2    307.7    -33.1
   55917      5.7      6.0    306.6    -58.7
   55917      5.2      0.3     45.7    -48.0
   55917      4.9      0.6    126.0    -33.2
   55917      3.7      0.1    209.2    -13.2
   55917      4.5      0.2    347.1    -59.7
   55917      4.8      0.3    134.4    -56.7
   55917      3.7      0.3      2.4    -11.1
   55917      4.0      0.2    278.5    -63.8
   55917      4.3      0.4     78.5    -25.3
   55917      5.2      3.3    259.1    -42.2
   55917      5.2      1.3    136.7    -48.7
   55917      4.1      1.4    241.5    -17.4
   55917      3.9      0.2    113.8    -23.2
   55917      4.2      0.2    281.7    -24.7
   55917      4.5      0.3    209.5    -33.2
   55917      5.2      4.6    328.1    -10.0
   55917      3.1      0.3    158.2     -9.5
   55917      4.4      0.4     76.4    -73.7
   55917      4.2      0.2    159.2    -17.6
   55917      5.0      1.0    210.4    -75.7
   55917      3.0      1.8    135.2     -7.9
   55917      3.9      1.1    274.5    -11.9
   55917      4.8      0.3    311.8    -71.9
   55917      5.0      0.2    160.1    -42.9
   55917      4.4      0.3    298.9    -41.9
   55917      5.7      2.0      3.7    -42.4
   55917      3.1      0.5    199.3     -8.5
   55917      4.8      0.6     66.3    -37.5
   55917      5.1      0.3     52.7    -65.4
   55917      4.0      0.6     38.7    -16.1
   55917      3.5      0.7    126.0    -19.1
   55917      5.0      2.8    160.8    -46.3
   55917      3.3      0.3    314.6    -55.5
   55917      3.2      0.2      9.1    -25.3
   55917      5.5      1.0     74.1    -33.5
   55917      5.0      0.5    211.3    -72.0
   55917      3.8      0.3    337.6    -14.4
   55917      3.4      1.1    261.3     -9.8
   55917      3.9      0.3      5.1    -61.6
   55917      5.3      2.7     97.7    -33.7
   55917      4.0      0.5    270.5    -24.1
   55917      5.3      1.8     53.1    -44.4
   55917      5.0      1.1    257.2    -44.9
   55917      4.5      0.7    119.2    -32.2
   55917      5.2      0.3    212.1    -59.2
   55917      5.4      4.3    323.5    -54.6
   55917      4.4      0.3    203.7    -65.3
   55917      4.2      0.2    187.0    -28.1
   55917      4.0      0.3    173.7    -67.4
   55917      5.3      2.6     50.2    -36.4
   55917      4.5      0.3    212.9    -72.7
   55917      3.6      0.7     27.4    -13.3
   55917      3.9      0.7    309.2    -24.4
   55917      4.6      0.7      6.2    -23.2
   55917      3.9      1.4      2.1    -12.4
   55917      4.1      1.5    252.0    -46.3
   55917      3.9      0.5     45.1    -12.7
   55917      5.1      0.4    260.5    -38.9
   55917      4.7      1.0      9.4    -55.7
   55917      4.8      0.3    300.8    -69.7
   55917      4.3      0.2    148.8    -21.8
   55917      4.0      2.2    160.8     -8.2
   55917      3.2      0.4    146.2     -7.9
   55917      4.0      0.2     61.8    -19.5
   55917      5.3      0.2    230.8    -64.5
   55917      5.4      0.3     82.7    -53.2
   55917      3.6      1.2     37.7    -87.3
   55917      6.0      1.3    210.3    -57.9
   55917      4.1      0.2    165.6    -21.2
   55917      3.1      0.4    119.6     -9.9
   55917      4.2      0.6    322.3    -20.8
   55917      3.2      1.0    303.3     -6.8
   55917      4.3      0.2    209.8    -76.0
   55917      4.6      0.3    312.1    -45.8
   55917      5.5      7.3    356.7    -37.6
   55917      3.4      0.8    134.4    -11.5
   55917      5.2      1.1    100.6    -69.2
   55917      3.9      0.2    342.7    -61.2
   55917      6.5      8.6    111.5    -35.0
   55917      4.8      0.4     48.0    -52.8
   55917      5.0      1.8     73.1    -66.1
   55917      4.6      1.3    350.3    -38.9
   55917      5.3      1.2    237.9    -63.9
   55917      4.5      1.1     46.7    -32.0
   55917      2.9      1.2    334.5     -7.9
   55918      4.4      0.2    220.0    -31.1
   55918      4.3      0.3    235.2    -28.8
   55918      5.8      1.7     78.0    -36.4
   55918      4.5      0.9    222.6    -29.7
   55918      3.4      0.4    135.8    -14.0
   55918      3.6      0.2    138.0    -16.9
   55918      3.2      0.6    245.4     -5.9
   55918      2.9      4.7    184.7     -5.9
   55918      4.8      0.5     10.7    -77.9
   55918      2.6      3.4    303.0     -7.2
   55918      3.9      0.9    352.9    -31.5
   55918      3.2      0.1    136.1    -10.9
   55918      4.9      2.8    190.2    -45.3
   55918      5.6      0.3    204.9    -54.8
   55918      3.5      1.2     38.4    -12.2
   55918      4.0      1.5    237.3    -10.0
   55918      4.7      0.6     93.4    -58.5
   55918      5.9      0.8    248.3    -65.7
   55918      4.5      0.4    245.0    -38.9
   55918      5.2      1.3     88.9    -44.2
   55918      3.8      5.4    265.8    -26.3
   55918      4.4      0.2    116.3    -19.2
   55918      4.7      1.4     26.0    -49.9
   55918      4.5      0.2     36.3    -52.7
   55918      4.5      1.7    266.4    -32.9
   55918      4.2      0.2    278.4    -27.9
   55918      4.8      0.2     43.0    -33.5
   55918      4.4      1.2     24.7    -31.6
   55918      4.4      0.5    282.8    -76.7
   55918      4.0      1.3    349.6    -72.1
   55918      5.2      0.2     33.8    -52.9
   55918      4.6      0.8     15.5    -37.5
   55918      2.9      0.4    259.5     -8.4
   55918      4.9      0.4     67.5    -67.4
   55918      4.2      0.2     88.9    -14.4
   55918      5.2      0.5    333.6    -65.6
   55918      3.2      0.6     10.9     -7.8
   55918      5.5      7.4    185.5    -24.4
   55918      4.9      1.8    245.5    -54.4
   55918      5.0      0.2     82.0    -35.4
   55918      4.8      1.0     62.2    -59.6
   55918      3.9      0.9    245.9    -35.8
   55918      4.2      0.2    301.6    -21.4
   55918      5.2      0.3    159.0    -45.0
   55918      5.0      2.6    293.7    -20.6
   55918      3.2      0.4    106.9     -9.5
   55918      5.8      2.3     69.2    -69.1
   55918      4.2      0.2    230.9    -34.9
   55918      4.6      0.3     64.1    -35.4
   55918      4.6      0.3     64.6    -46.9
   55918      3.9      0.2     91.1    -39.1
   55918      3.8      1.0     17.2    -10.5
   55918      4.5      0.3    227.2    -58.7
   55918      4.2      0.3     99.4    -15.7
   55918      3.5      1.2    308.6    -12.5
   55918      2.9      0.4    220.2     -7.0
   55918      5.2      0.5     97.1    -44.7
   55918      5.1      0.8    221.8    -37.6
   55918      3.6      0.4    142.8    -15.4
   55918      5.1      0.7    120.4    -63.3
   55918      4.6      1.5    350.3    -48.3
   55918      5.3      1.9    263.5    -44.5
   55918      4.5      1.3    293.3     -9.8
   55918      3.9      0.8    226.5    -11.4
   55918      5.2      3.7    269.2    -69.9
   55918      4.2      0.2    326.0    -18.9
   55918      4.5      0.7    181.0    -34.1
   55918      4.6      0.5    223.5    -29.5
   55918      4.5      0.2    149.2    -64.9
   55918      4.5      0.3    100.4    -32.8
   55918      5.4      0.7    175.0    -59.4
   55918      4.7      0.5    357.8    -35.4
   55918      3.0      0.3    344.2     -9.0
   55918      4.4      0.6     55.8    -27.2
   55918      3.7      2.1    111.5    -12.0
   55918      4.2      1.5     13.2    -14.7
   55918      5.1      0.3    108.8    -33.3
   55918      5.5      1.5    293.7    -48.6
   55918      3.6      0.3    294.6    -77.5
   55918      3.1      0.2     15.2    -14.5
   55918      4.7      0.9    112.5    -40.7
   55918      4.6      0.8    127.4    -73.5
   55918      4.8      2.7     10.6    -20.4
   55918      4.0      0.2    332.9    -18.3
   55918      5.7      1.2    342.0    -18.1
   55918      3.8      0.2     58.5    -16.9
   55918      3.9      0.4     76.3    -15.0
   55918      4.5      1.5     51.2    -25.1
   55918      5.1      2.1    234.0    -38.5
   55918      4.5      0.5    339.7    -28.2
   55918      4.8      0.2    295.3    -43.0
   55918      4.9      0.4     92.3    -53.0
   55918      4.4      0.6     85.5    -26.5
   55918      5.1      1.1    336.6    -34.6
   55918      4.1      0.3    113.1    -64.1
   55918      5.6      2.0    328.8    -52.5
   55918      5.1      1.1    170.0    -52.3
   55918      6.5      3.4     51.5    -27.0
   55918      3.3      0.2    175.8    -79.5
   55918      3.6      0.4    296.0    -13.2
   55918      4.9      0.1    272.8    -49.2
   55918      5.1      0.3    292.0    -51.6
   55918      3.0      0.4     22.3     -6.5
   55918      4.4      1.5     20.0    -71.9
   55918      4.9      2.1     26.6    -21.8
   55918      3.9      0.2    133.0    -10.7
   55918      3.7      0.4    207.4    -15.2
   55918      5.3      2.7    337.0    -71.8
   55918      4.7      0.2     61.6    -26.7
   55918      4.7      0.5    245.5    -53.6
   55918      3.7      2.9    243.9     -6.3
   55918      4.3      0.5    113.5    -27.9
   55918      5.0      3.3     47.3    -30.6
   55918      4.3      0.7     50.2    -25.2
   55918      3.8      0.8    148.6    -28.9
   55918      3.6      1.8    119.8     -8.2
   55918      5.1      0.7    237.1    -59.2
   55918      3.3      0.3    160.7    -11.1
   55918      4.2      0.2    104.6    -25.3
   55918      4.9      0.2    202.3    -34.9
   55918      4.2      0.4    220.2    -20.5
   55918      4.4      0.2    314.2    -17.1
   55918      4.6      0.4    124.7    -36.9
   55918      4.4      2.0     65.4    -19.2
   55918      3.1      0.5    255.5    -10.5
   55918      5.4      0.5    329.7    -55.0
   55918      3.3      0.4     53.7    -12.9
   55918      5.5      0.6    255.7    -47.9
   55918      5.2      3.1    269.1    -60.8
   55918      4.9      0.4    204.1    -71.5
   55918      4.0      0.4    124.5    -29.5
   55918      3.1      0.6    161.7     -7.4
   55918      3.3      0.9    236.9    -18.5
   55918      5.1      1.0    101.6    -17.9
   55918      3.0      0.6    239.3     -7.7
   55918      4.9      0.5    357.3    -28.2
   55918      3.8      1.0    270.9    -10.4
   55918      3.9      0.4    119.3     -9.4
   55918      5.4      1.4    177.4    -43.4
   55918      4.4      0.2    124.7    -67.6
   55918      4.4      0.2    181.3    -20.8
   55918      3.6      0.8     75.0    -11.6
   55918      3.9      0.2    341.1    -19.9
   55918      5.4      0.2    217.7    -27.9
   55918      3.0      0.3    133.1     -5.5
   55918      5.6      0.7    123.7    -56.2
   55918      4.7      0.6    324.1    -31.7
   55918      4.0      0.3    348.7    -72.6
   55918      3.1      0.3    114.0     -9.5
   55918      3.7      0.4    199.0    -15.6
   55918      5.7      0.9    313.8    -52.8
   55918      5.4      2.2    133.6    -51.4
   55918      4.5      1.0     73.1    -45.5
   55918      4.4      0.2    358.1    -18.4
   55918      4.3      0.4    265.7    -24.4
   55918      3.4      0.4    351.5    -11.5
   55918      4.7      2.1    199.2    -88.5
   55918      4.5      1.4    185.8    -19.0
   55918      5.1      2.2    125.7    -35.4
   55918      4.8      0.6    274.8    -18.7
   55918      4.5      0.4    302.5    -33.2
   55918      5.1      0.2     90.8    -13.2
   55918      3.4      0.6    220.4    -10.0
   55918      2.7      0.6    264.5     -8.2
   55918      4.6      0.2    178.8    -51.8
   55918      5.4      0.2    240.0    -48.7
   55918      3.3      1.7    274.3     -7.6
   55918      3.4      0.3    136.5    -11.7
   55918      2.7      0.8    285.2     -5.1
   55918      3.1      0.4    151.0    -30.6
   55918      3.1      0.4    196.9     -6.6
   55918      5.2      0.5    154.3    -58.3
   55918      4.4      0.3    358.1    -28.4
   55918      3.3      0.4    321.5     -8.5
   55918      4.3      0.5     70.4    -21.3
   55918      3.5      1.5    223.2    -10.8
   55918      2.8      0.7      2.0    -71.1
   55918      3.5      0.9    148.2    -89.3
   55918      4.7      1.7    176.1    -25.6
   55918      4.7      0.2    348.9    -68.2
   55918      4.2      1.4    186.7    -40.9
   55918      4.6      0.6     23.7    -79.2
   55918      4.2      0.3    351.8    -21.0
   55918      4.9      0.6    309.5    -46.0
   55918      4.1      0.3    234.8    -14.4
   55918      4.8      2.0    335.7    -81.6
   55918      5.0      2.0     33.0    -43.5
   55918      3.9      0.2    300.8    -16.0
   55918      4.7      1.4    127.1    -74.3
   55918      4.4      0.2    171.0    -16.7
   55918      3.7      0.4    273.6    -18.3
   55918      4.4      0.3    310.4    -44.7
   55918      5.5      0.4    294.5    -46.4
   55918      4.7      0.5    246.7    -24.2
   55918      4.9      0.8     15.8    -55.1
   55918      4.1      1.2    332.2    -18.0
   55918      4.0      0.3    132.8    -25.5
   55918      4.2      1.0    349.0    -56.1
   55918      4.7      0.3    203.1    -55.4
   55919      4.8      3.4    296.4    -41.9
   55919      5.5      2.0    276.4    -44.1
   55919      5.3      1.8    357.5    -40.3
   55919      4.3      0.2    328.5    -42.7
   55919      3.9      0.3    122.7     -8.1
   55919      5.6      0.4    354.8    -51.1
   55919      4.7      1.2    216.3    -43.9
   55919      3.1      0.6     29.5    -16.5
   55919      4.9      0.5    199.0    -39.9
   55919      3.7      0.2     67.6    -15.0
   55919      4.2      0.5    147.6    -46.2
   55919      5.1      0.7    307.0    -35.4
   55919      4.9      2.9    267.9    -32.7
   55919      4.4      0.2     52.4    -23.5
   55919      4.1      0.3    132.5    -33.4
   55919      5.6      0.2    285.8    -47.0
   55919      4.5      1.2    115.5    -30.5
   55919      4.3      0.8     14.5    -27.8
   55919      3.7      0.3    210.5    -29.6
   55919      5.1      1.4     17.3    -73.3
   55919      5.0      1.7    293.8    -21.3
   55919      5.1      0.9     88.4    -26.0
   55919      4.9      0.4     21.6    -54.3
   55919      5.1      0.3    337.1    -18.0
   55919      5.0      0.7    343.7    -74.0
   55919      3.7      0.2    307.2     -7.7
   55919      5.1      0.9    105.6    -58.6
   55919      5.1      2.1     76.9    -39.4
   55919      5.0      0.5     39.7    -52.9
   55919      4.9      0.4    317.7    -26.6
   55919      4.5      1.6    210.8    -25.8
   55919      4.9      0.1     88.6    -71.2
   55919      4.6      1.9    338.2    -39.0
   55919      5.1      0.2    207.0    -24.3
   55919      4.0      0.7    113.9    -23.9
   55919      3.0      0.5    154.1    -14.9
   55919      5.8      1.8    204.0    -56.0
   55919      3.6      0.1    227.2    -19.0
   55919      5.6      3.6     61.2    -33.5
   55919      5.0      0.3     15.2    -37.1
   55919      4.8      0.4      2.2    -63.9
   55919      2.9      2.8    339.9     -8.3
   55919      3.7      0.2     14.6    -16.6
   55919      5.1      0.3     27.8    -59.2
   55919      4.2      0.2    139.9    -48.2
   55919      4.6      0.2    228.2    -46.8
   55919      4.6      0.3    206.0    -44.7
   55919      5.3      1.0    112.4    -55.7
   55919      4.4      0.5    311.1    -25.9
   55919      4.7      0.5    143.7    -52.9
   55919      4.4      0.3    221.0    -26.3
   55919      4.5      0.3    186.4    -29.2
   55919      3.7      0.3    313.8    -14.9
   55919      3.2      0.2    121.9    -10.6
   55919      3.9      0.8    106.1    -43.0
   55919      5.0      0.2     67.1    -18.7
   55919      4.7      0.3    146.1    -43.3
   55919      4.6      0.2    287.2    -28.2
   55919      4.6      0.2    327.6    -22.3
   55919      5.2      0.6    163.1    -50.4
   55919      3.2      0.5    259.3     -7.5
   55919      4.6      0.5    147.7    -82.6
   55919      3.6      0.6    274.3     -5.8
   55919      3.7      0.2     55.5    -23.1
   55919      5.9      1.0     91.6    -40.7
   55919      4.9      2.6     67.5    -28.0
   55919      4.5      0.2    172.6    -62.0
   55919      4.4      0.2     17.9    -34.4
   55919      4.3      0.3    287.3    -24.0
   55919      5.1      1.7      2.1    -28.7
   55919      3.2      0.6    143.0     -8.5
   55919      3.0      0.2    167.7    -12.7
   55919      3.5      0.5     23.1    -19.2
   55919      4.6      0.4    137.2    -76.4
   55919      4.1      0.6    107.1    -34.4
   55919      3.9      0.2    205.7    -18.5
   55919      4.8      1.1    227.1    -72.8
   55919      4.9      0.3    198.6    -55.6
   55919      4.0      0.2     51.9    -16.2
   55919      3.7      1.9    357.6     -5.3
   55919      3.5      0.5    158.1    -85.4
   55919      4.6      0.6     48.0    -64.9
   55919      4.1      0.3    150.3    -31.9
   55919      4.8      0.7     94.2    -60.8
   55919      4.7      4.2     98.0    -15.1
   55919      4.8      0.6     40.4    -55.3
   55919      5.2      0.7    160.0    -50.1
   55919      4.4      0.2    257.2    -15.0
   55919      4.5      1.1    217.9    -39.6
   55919      4.1      0.3    312.2    -25.1
   55919      5.0      0.3    255.4    -33.7
   55919      3.7      0.2    166.5    -43.0
   55919      4.4      0.6    356.1    -38.0
   55919      5.8      1.4     69.6    -50.2
   55919      5.3      0.9    355.5    -52.0
   55919      3.9      0.9    155.5    -23.6
   55919      4.1      0.2     73.1    -17.7
   55919      3.1      0.9     58.3     -5.9
   55919      4.9      0.3    169.3    -62.5
   55919      5.6      0.5    158.9    -45.8
   55919      4.2      0.2    288.5    -17.2
   55919      5.1      0.9    256.1    -74.2
   55919      3.2      0.8     79.4     -6.2
   55919      5.5      0.5    298.6    -49.7
   55919      3.6      0.2     62.5    -22.8
   55919      3.5      0.3     26.6     -9.2
   55919      3.9      1.4    279.6    -12.8
   55919      4.0      0.8    169.8    -31.1
   55919      3.1      0.3    328.5    -16.6
   55919      5.0      0.7     90.7    -65.4
   55919      5.6      0.2     54.7    -43.8
   55919      4.5      0.4    194.9    -46.5
   55919      4.7      2.3    100.5    -80.7
   55919      4.5      0.2    161.9    -29.4
   55919      3.6      0.4     56.8     -9.1
   55919      3.6      1.6     54.0    -82.7
   55919      4.9      0.1    232.6    -82.4
   55919      4.8      0.6    322.3    -73.1
   55919      3.0      0.2    256.1     -5.3
   55919      3.5      1.1    341.0    -82.3
   55919      4.1      0.7     57.9    -49.6
   55919      5.2      0.7    259.7    -68.1
   55919      4.5      0.3    284.2    -31.8
   55919      4.5      0.3    272.1    -28.9
   55919      4.9      0.5    264.4    -60.1
   55919      3.3      0.4    357.9    -10.0
   55919      4.3      1.2    276.0    -55.2
   55919      4.6      0.8    268.2    -29.4
   55919      4.7      0.6    147.4    -36.1
   55919      4.5      0.5     46.7    -47.9
   55919      5.7      3.9     36.8    -43.7
   55919      4.7      0.5    112.6    -48.2
   55919      3.2      0.9    246.8     -5.0
   55919      4.6      0.3    208.5    -24.5
   55919      3.9      0.3      1.4    -16.6
   55919      5.0      0.8    279.1    -40.0
   55919      4.9      0.9    329.9    -75.0
   55919      4.8      0.3     17.4    -46.0
   55919      3.9      0.2    152.5    -14.4
   55919      3.8      0.3    353.0    -26.9
   55919      3.4      1.4    287.0    -39.9
   55919      4.5      0.1    147.0    -75.2
   55919      4.0      0.9    119.8    -18.9
   55919      3.6      0.2    300.4    -10.2
   55919      3.1      0.5    190.1     -8.2
   55919      5.1      0.8    104.6    -58.6
   55919      3.5      0.3    220.1    -13.0
   55919      4.4      0.6    148.0    -33.6
   55919      5.5      0.2    266.6    -41.1
   55919      4.1      0.2    287.3    -25.3
   55919      4.0      2.7     72.3    -13.9
   55919      5.4      1.9    257.7    -45.4
   55919      5.9      3.5    304.0    -42.1
   55919      3.6      0.1     27.8    -16.2
   55919      3.5      2.4    213.2    -84.1
   55919      4.8      1.8    279.7    -35.9
   55919      3.8      0.7     54.1    -30.2
   55919      5.0      1.2     82.9    -32.1
   55919      5.6      0.5    101.3    -50.8
   55919      4.7      0.3     66.7    -68.8
   55919      4.4      0.5    315.8    -34.1
   55919      5.3      0.7    284.9    -44.6
   55919      3.7      0.3    108.2    -13.0
   55919      3.9      0.1    257.5    -51.2
   55919      4.2      0.2     37.7    -32.2
   55919      4.6      1.6    328.8    -31.0
   55919      5.0      1.1     25.3    -52.1
   55919      4.7      0.2     74.4    -25.0
   55919      4.6      0.3    133.1    -40.6
