MJD	log10(E)	ang_err	RA	Dec
   55811      4.9      0.6    226.0    -32.5
   55811      4.4      0.1    185.6    -20.6
   55811      4.1      0.4    205.8    -30.8
   55811      4.2      0.7     85.1    -27.9
   55811      5.4      0.7    150.6    -37.8
   55811      5.2      0.4    147.6    -66.7
   55811      5.4      1.9     71.8    -62.6
   55811      4.4      0.3      2.4    -31.5
   55811      4.0      0.2    107.4    -14.9
   55811      5.3      0.3    128.8    -38.8
   55811      4.8      1.9    212.5    -50.7
   55811      5.3      0.5    306.9    -57.0
   55811      4.4      0.6     79.5    -23.4
   55811      3.6      0.6    221.1    -69.8
   55811      4.1      0.3    117.6    -27.0
   55811      3.2      0.3    201.4     -8.9
   55811      3.5      0.7    121.2    -13.7
   55811      4.5      0.4     99.5    -26.6
   55811      4.0      0.3     92.2    -67.2
   55811      3.2      0.3    316.7    -11.5
   55811      5.3      0.2    244.2    -64.6
   55811      5.9      2.9    222.1    -32.3
   55811      4.8      0.2    248.7    -66.8
   55811      3.6      0.2    153.7    -13.3
   55811      4.6      0.2    250.1    -27.5
   55811      5.0      0.3    266.0    -40.7
   55811      5.4      0.5    191.8    -54.7
   55811      4.5      0.2     40.9    -23.0
   55811      3.0      0.4    342.1     -8.5
   55811      3.2      0.5     37.5     -8.2
   55811      4.1      1.2    333.6    -19.6
   55811      4.2      0.2    246.5    -55.1
   55811      4.7      2.2     56.0    -32.3
   55811      4.7      0.2     74.4    -22.4
   55811      3.4      0.8    136.4    -13.6
   55811      3.4      0.4    307.9    -10.0
   55811      4.1      1.0    256.4    -15.5
   55811      4.7      1.3    183.2    -75.7
   55811      3.3      0.4    317.5     -8.9
   55811      4.7      1.5    129.8    -62.8
   55811      4.4      0.2    319.2    -72.0
   55811      3.8      0.4    101.0    -13.1
   55811      4.3      0.3    117.6    -75.0
   55811      4.4      0.2    250.4    -29.6
   55811      4.4      0.3     36.7    -37.4
   55811      4.0      0.4     11.1    -21.2
   55811      4.2      0.2     83.2    -20.9
   55811      4.8      0.2    158.8    -31.7
   55811      3.7      0.4    283.3    -13.2
   55811      4.0      1.2    178.4    -17.5
   55811      4.8      1.6    289.4    -36.8
   55811      4.8      0.3     29.5    -42.7
   55811      4.3      0.3    145.9    -16.7
   55811      5.1      0.4     75.9    -49.4
   55811      4.5      0.2     19.7    -50.9
   55811      5.0      0.4    197.1    -57.1
   55811      3.5      0.3    255.3    -75.9
   55811      4.1      0.2     83.8    -25.6
   55811      3.9      0.5    142.4    -65.4
   55811      4.9      1.0    277.6    -24.9
   55811      5.6      0.6    117.7    -55.8
   55811      3.9      0.2    290.7    -16.1
   55811      4.3      0.3     64.9    -74.8
   55811      5.5      1.8    358.0    -43.1
   55811      5.0      2.6    266.9    -55.0
   55811      4.3      0.3     17.4    -22.8
   55811      4.7      0.2    206.9    -69.4
   55811      3.4      0.2    294.5     -9.6
   55811      3.4      0.4    163.2    -74.5
   55811      4.0      0.3    200.8    -47.2
   55811      3.7      0.3     47.9    -44.4
   55811      4.8      1.3    127.8    -27.7
   55811      4.7      2.4    259.1    -35.8
   55811      4.8      0.2    299.2    -51.1
   55811      4.5      0.6    267.1    -48.4
   55811      4.2      1.6    351.2    -48.2
   55811      4.0      0.1     43.7    -81.6
   55811      4.9      0.4     93.6    -33.4
   55811      5.3      0.6     23.3    -51.0
   55811      4.5      0.3    352.1    -34.4
   55811      5.1      0.7    212.0    -45.5
   55811      5.3      1.9    281.9    -58.6
   55811      4.9      0.6    305.5    -64.3
   55811      5.2      7.9    267.6    -58.0
   55811      5.4      2.0    181.4    -44.3
   55811      4.2      0.3    229.6    -20.5
   55811      4.5      0.5     32.8    -34.3
   55811      5.0      1.1     64.1    -44.1
   55811      4.5      0.8     60.3    -26.5
   55811      4.1      0.2    154.9    -11.1
   55811      4.3      0.1     87.9    -60.4
   55811      3.4      0.3    249.8    -11.2
   55811      3.2      0.4    255.2     -9.4
   55811      5.3      0.3    270.3    -27.8
   55811      4.3      0.5    325.4    -19.9
   55811      4.3      0.2     53.0    -37.0
   55811      5.6      2.1     78.9    -56.8
   55811      4.5      0.3    328.9    -52.1
   55811      4.3      0.3    127.0    -54.3
   55811      3.4      0.3    112.6    -13.1
   55811      3.8      0.2    162.5    -15.1
   55811      4.6      0.8    165.2    -55.9
   55811      4.9      0.8     49.0    -30.0
   55811      3.4      0.4    144.8    -12.9
   55811      4.9      0.8    125.8    -50.5
   55811      4.9      1.4    291.1    -40.2
   55811      5.5      2.4     20.2    -26.4
   55811      5.7      1.3    178.5    -44.6
   55811      4.4      0.2    345.7    -67.9
   55811      3.2      0.3     79.4    -11.9
   55811      4.4      0.3    204.8    -17.1
   55811      5.5      1.9    177.7    -52.1
   55811      4.2      0.2    138.2    -20.7
   55811      5.2      0.6    219.1    -47.2
   55811      4.7      1.2    230.1    -81.2
   55811      3.8      0.7    197.6    -76.6
   55811      5.0      0.2    267.5    -64.4
   55811      3.5      0.3    231.9    -11.5
   55811      5.1      0.5    104.0    -27.0
   55811      4.7      0.2    184.6    -47.8
   55811      3.5      0.4     31.2    -11.4
   55811      5.0      0.2    338.5    -42.3
   55811      4.8      4.6     83.1    -49.2
   55811      4.5      0.2    166.1    -67.6
   55811      5.4      1.8     78.6    -41.3
   55811      5.0      0.2    124.0    -25.5
   55811      4.5      1.1    136.3    -22.8
   55811      3.4      0.2    106.8    -14.3
   55811      4.7      0.4      8.6    -86.6
   55811      4.1      0.2    147.8    -23.8
   55811      4.8      0.5     29.5    -44.8
   55811      5.5      4.2     88.3    -57.9
   55811      4.2      0.4    289.6    -21.8
   55811      4.7      0.3    299.8    -29.1
   55811      3.7      0.3    186.4    -23.0
   55811      5.2      0.7    155.7    -40.8
   55811      4.7      1.1     83.4    -68.3
   55811      4.3      1.5     79.3    -26.8
   55811      4.6      0.2    339.0    -54.0
   55811      5.0      0.8    264.3    -59.2
   55811      3.7      0.7    303.5    -12.6
   55811      4.2      0.8    240.0    -40.0
   55811      5.6      0.8    101.5    -63.6
   55811      5.3      1.2    235.0    -55.1
   55811      3.6      0.5    152.3    -10.5
   55811      4.7      0.2    163.0    -35.8
   55811      6.0      0.8    188.3    -78.8
   55811      4.5      0.3    118.5    -17.1
   55811      4.5      0.5     30.8    -53.2
   55811      5.3      0.4     88.5    -59.4
   55811      5.0      0.2    194.6    -51.9
   55811      4.3      0.3    262.0    -22.8
   55812      4.7      0.1    315.9    -51.3
   55812      5.2      0.5     64.4    -66.6
   55812      5.0      0.5    344.2    -45.3
   55812      3.3      0.9    130.1     -7.7
   55812      4.7      1.0    139.9    -26.5
   55812      4.2      0.7    217.6    -84.4
   55812      4.9      0.4    274.9    -72.5
   55812      5.3      1.4     52.1    -29.2
   55812      3.0      0.5    188.3     -7.9
   55812      4.8      2.6     97.5    -19.0
   55812      3.1      1.0     42.2     -9.5
   55812      3.7      1.2     24.9    -11.3
   55812      3.4      1.1    228.3     -9.7
   55812      4.4      0.7    343.9    -77.6
   55812      4.7      1.3    186.1    -69.8
   55812      4.3      0.3    355.0    -20.8
   55812      4.9      0.3    301.2    -64.0
   55812      4.6      0.2    339.6    -39.3
   55812      3.2      0.3    225.8     -9.7
   55812      5.4      0.5    204.8    -42.9
   55812      4.0      0.2    275.0    -16.3
   55812      3.1      0.7    163.0     -6.2
   55812      5.1      0.3    274.0    -59.5
   55812      4.4      0.4    227.5    -51.5
   55812      3.5      1.5     13.5     -9.2
   55812      3.2      0.9     44.5     -8.5
   55812      4.1      0.6    263.8    -73.4
   55812      4.8      0.3    356.7    -58.6
   55812      3.7      0.2    216.0    -14.8
   55812      3.6      1.0    359.5     -5.3
   55812      5.6      0.6    247.9    -35.6
   55812      4.4      0.2    258.0    -47.4
   55812      4.9      0.1    223.7    -66.0
   55812      3.1      0.4    215.6    -31.5
   55812      4.2      0.5     87.2    -20.4
   55812      2.8      0.6     82.3     -6.1
   55812      4.3      0.3    195.5    -37.1
   55812      3.5      0.2     18.8    -17.7
   55812      5.1      0.3    267.1    -25.3
   55812      3.4      0.4    176.6     -5.0
   55812      5.4      2.6     79.0    -35.4
   55812      4.4      0.2    340.7    -34.9
   55812      4.1      0.3    203.5    -25.2
   55812      3.8      0.2    192.7    -17.4
   55812      5.6      1.0    267.2    -48.1
   55812      4.9      0.6     70.5    -57.3
   55812      4.9      0.2    192.6    -55.0
   55812      3.8      0.2    160.4    -12.4
   55812      5.3      0.4    264.0    -60.0
   55812      4.3      0.8     37.1    -59.3
   55812      3.8      0.2      7.2    -23.1
   55812      4.2      0.2    216.6    -70.0
   55812      3.9      0.2    275.9    -17.6
   55812      5.0      0.4    158.9    -39.3
   55812      3.0      1.1    184.0     -5.4
   55812      4.8      0.2    323.5    -55.1
   55812      4.6      0.3    313.0    -32.2
   55812      4.5      0.3    164.7    -80.4
   55812      5.3      0.8    286.9    -39.2
   55812      3.9      0.2    288.0    -21.8
   55812      4.9      2.8    232.3    -32.3
   55812      5.5      0.3     98.6    -49.2
   55812      4.9      0.3    265.3    -31.1
   55812      4.3      0.4     32.3    -22.8
   55812      4.4      0.3    304.6    -68.3
   55812      3.3      0.1    327.4     -9.4
   55812      5.0      1.1     64.8    -62.4
   55812      3.6      0.2    322.9    -14.3
   55812      4.6      1.7    247.7    -50.6
   55812      4.7      0.2    172.8    -19.8
   55812      5.3      1.1    311.6    -47.5
   55812      5.1      1.4    223.3    -63.4
   55812      4.9      0.3      0.0    -69.4
   55812      4.2      0.3    284.7    -12.8
   55812      4.9      0.6    254.8    -64.5
   55812      3.2      1.1    107.9     -9.8
   55812      4.6      0.4    263.6    -33.5
   55812      4.9      0.5    135.5    -57.9
   55812      4.3      0.3    288.1    -22.1
   55812      3.4      0.5    313.3     -6.4
   55812      4.4      0.9     29.0    -68.5
   55812      4.1      0.4    318.1    -17.6
   55812      3.6      1.4    140.1    -10.8
   55812      3.1      1.5     66.4    -14.3
   55812      4.5      0.3    334.1    -39.9
   55812      4.6      0.5    255.7    -26.2
   55812      4.3      0.3     68.4    -11.9
   55812      4.5      1.3    210.6    -38.7
   55812      4.3      0.5    191.5    -37.8
   55812      4.4      1.0    214.4    -66.0
   55812      4.6      0.3    318.0    -38.6
   55812      4.7      1.0    233.4    -27.6
   55812      3.2      0.5    210.2    -13.1
   55812      4.5      2.2     40.5    -28.4
   55812      5.3      0.2      8.8    -39.2
   55812      4.0      0.5    357.8    -25.4
   55812      3.4      0.5    119.5    -20.7
   55812      4.5      0.4    347.8    -83.1
   55812      4.6      1.0    318.6    -22.2
   55812      4.5      0.3    182.9    -37.9
   55812      5.6      1.3     16.9    -52.1
   55812      3.8      0.9     30.2    -16.3
   55812      4.2      0.2    256.4    -59.8
   55812      4.9      0.5    259.1    -43.3
   55812      4.5      0.2    154.4    -27.6
   55812      4.2      0.6    241.7    -37.8
   55812      4.6      0.4     73.8    -67.4
   55812      4.9      0.2    167.8    -39.6
   55812      4.9      0.5     34.5    -35.6
   55812      4.6      0.3    255.0    -33.7
   55812      4.0      0.9    181.5    -20.1
   55812      3.3      1.1    243.7     -5.9
   55812      4.6      4.7    137.8    -16.9
   55812      3.3      0.5     79.5    -76.0
   55812      5.0      1.8     55.1    -52.0
   55812      2.7      1.2    169.6     -5.3
   55812      4.8      1.9    273.4    -35.2
   55812      4.7      0.3    346.6    -30.8
   55812      5.2      1.5    234.2    -42.6
   55812      4.5      0.3    109.3    -16.3
   55812      3.1      0.5    101.5     -6.6
   55812      4.6      0.2    153.9    -38.3
   55812      4.5      0.2    322.6    -55.8
   55812      4.0      0.4    331.7    -30.3
   55812      3.6      0.4     82.7    -11.5
   55812      3.6      1.2    148.0    -26.8
   55812      3.6      0.6     90.3    -29.9
   55812      5.0      0.4    104.8    -41.5
   55812      3.9      0.2     25.7    -15.2
   55812      5.0      0.7    125.9    -38.5
   55812      3.4      0.2    113.2    -13.1
   55812      3.1      0.2    339.6     -9.2
   55812      3.5      0.7     55.1    -75.4
   55812      4.4      0.3    143.3    -31.8
   55812      4.8      0.7    298.3    -26.1
   55812      4.8      0.1    338.8    -70.2
   55812      5.6      4.2     16.3    -56.7
   55812      3.3      0.4    211.1    -12.5
   55812      5.0      0.5    345.1    -56.7
   55812      5.1      6.2    102.3    -53.3
   55812      5.2      0.9    344.8    -68.4
   55812      4.9      0.3    355.3    -35.1
   55812      3.8      1.2    300.9    -49.7
   55812      4.9      0.5    341.9    -56.6
   55812      4.9      0.2     44.6    -63.0
   55812      4.9      0.2    246.5    -36.4
   55812      5.2      0.3    180.3    -37.6
   55812      3.3      0.8    116.6     -5.9
   55812      5.5      4.1    122.8    -73.6
   55812      4.2      0.8     69.3    -83.9
   55812      5.3      0.4    261.4    -34.8
   55812      3.5      0.7    193.7    -15.3
   55812      2.7      0.8     59.0     -6.4
   55812      5.3      0.9    356.3    -27.8
   55812      4.6      0.3    194.5    -73.0
   55812      4.4      2.5    194.1    -38.0
   55812      3.4      0.2    133.2    -15.5
   55812      3.6      0.3     24.7    -67.1
   55812      4.1      0.2    129.9    -25.1
   55812      4.3      0.2    332.5    -73.0
   55812      3.6      0.2    232.1    -16.6
   55812      4.3      0.2     22.4    -23.0
   55812      3.6      0.2    154.7    -76.9
   55812      3.7      0.1    214.7    -34.0
   55812      4.2      0.3    348.2    -22.6
   55812      5.3      1.8    205.2    -28.1
   55812      5.1      0.2    277.2    -42.9
   55812      4.9      0.3    279.6    -51.5
   55812      3.0      0.2    317.6    -11.7
   55812      5.2      0.2    140.7    -42.5
   55812      4.5      0.2    187.1    -38.0
   55812      5.2      0.5    332.5    -38.7
   55812      5.5      1.8      2.6    -50.3
   55812      4.2      0.2    299.4    -23.4
   55812      4.3      1.4    121.0    -16.9
   55812      5.2      0.6      4.8    -41.0
   55812      4.8      0.3     44.1    -66.1
   55812      3.4      1.0    355.5     -6.6
   55812      4.3      0.5    144.1    -17.9
   55812      4.5      1.0    125.6    -45.6
   55812      4.8      0.3    252.3    -34.1
   55812      4.5      0.3    125.0    -34.5
   55812      4.0      0.2    179.0    -17.9
   55812      3.0      0.3     96.5     -5.4
   55812      4.8      0.5     70.5    -43.3
   55812      4.5      0.2     10.4    -36.6
   55812      5.1      0.8    223.3    -59.1
   55812      4.2      2.4    177.2    -78.4
   55812      4.2      0.3    201.1    -63.0
   55812      4.5      0.3    265.8    -15.0
   55812      4.1      0.2     49.3    -17.7
   55812      5.5      1.9    317.1    -38.5
   55812      4.6      2.2    310.1    -33.5
   55812      4.1      0.3    232.2    -22.0
   55813      5.1      0.3    219.4    -54.7
   55813      3.3      1.2    219.4    -12.8
   55813      4.7      0.2    161.8    -44.8
   55813      4.8      0.4    293.1    -27.0
   55813      5.2      1.0    321.0    -46.1
   55813      4.6      0.3    108.0     -9.2
   55813      3.3      0.5     87.2    -20.7
   55813      4.7      0.2     53.0    -57.4
   55813      3.6      0.3    285.6    -34.8
   55813      4.7      0.2    201.5    -43.5
   55813      5.6      1.7    321.1    -31.8
   55813      4.2      1.0    281.7    -44.8
   55813      4.6      0.3    312.5    -36.9
   55813      4.7      0.2    127.5    -50.3
   55813      5.1      0.9     92.9    -30.6
   55813      5.1      3.8    119.7    -67.8
   55813      3.7      0.3    204.3    -12.4
   55813      3.2      1.2     41.1    -72.4
   55813      3.3      0.5    330.2     -8.1
   55813      4.3      0.4    190.7    -33.2
   55813      4.3      0.2    276.9    -52.9
   55813      4.2      0.2     62.6    -23.0
   55813      3.5      0.4    117.8    -25.9
   55813      4.7      0.2    123.9    -25.1
   55813      5.2      3.1      4.0    -24.4
   55813      3.8      0.4    236.7    -14.0
   55813      5.1      0.7    341.7    -31.3
   55813      3.7      0.3     37.7    -14.1
   55813      4.3      0.3    348.6    -24.8
   55813      4.4      0.3    201.3    -34.0
   55813      3.4      0.7    149.3    -88.4
   55813      3.3      0.1     98.9    -10.8
   55813      3.7      3.7    347.6     -5.6
   55813      4.8      0.3    297.2    -32.7
   55813      3.9      0.5    292.5    -37.0
   55813      4.7      0.4     21.0    -39.3
   55813      4.5      0.8    141.0    -38.3
   55813      5.0      2.3    260.7    -18.7
   55813      4.2      0.3      6.1    -15.4
   55813      4.7      0.3    192.8    -56.9
   55813      4.7      0.4    325.8    -27.4
   55813      5.4      0.4    196.7    -31.1
   55813      3.0      0.4    250.7    -76.6
   55813      3.2      0.4    320.9     -9.4
   55813      5.6      3.2    218.4    -14.6
   55813      4.5      0.4    228.7    -58.6
   55813      3.1      0.5    232.3    -27.2
   55813      2.7      0.7     22.4     -7.0
   55813      5.0      0.5    159.2    -49.0
   55813      4.6      0.6    177.0    -49.2
   55813      3.6      0.2    151.0    -12.9
   55813      5.0     12.5     18.4    -69.5
   55813      6.5      0.6     50.2    -30.4
   55813      5.0      0.3    272.3    -40.9
   55813      3.0      0.4    217.8     -9.6
   55813      5.0      0.2    356.4    -57.7
   55813      4.4      0.3    114.7    -54.9
   55813      5.0      0.6    154.9    -69.0
   55813      4.9      0.4    309.9    -29.8
   55813      4.7      0.2    181.0    -54.4
   55813      3.6      1.5     77.4    -21.1
   55813      4.7      0.5    196.3    -58.5
   55813      5.6      0.3    338.1    -41.7
   55813      5.1      2.1    305.5    -59.2
   55813      4.6      0.3    355.9    -39.4
   55813      4.2      1.5     37.3    -16.0
   55813      3.1      0.6    218.7     -6.1
   55813      5.0      0.7    331.3    -45.6
   55813      4.3      0.5    267.0    -25.4
   55813      3.6      1.0    318.9    -28.0
   55813      5.0      0.3    211.1    -57.0
   55813      4.4      0.7    185.0    -51.5
   55813      5.6      1.1    273.3    -43.5
   55813      4.7      0.7      5.4    -70.8
   55813      3.0      0.6    155.7     -8.9
   55813      5.2      0.2     96.9    -41.6
   55813      5.7      1.3     27.9    -35.0
   55813      4.4      0.7     53.5    -78.5
   55813      4.8      0.3    340.5    -34.0
   55813      3.1      1.4     19.6     -8.9
   55813      2.8      0.5    273.8     -8.1
   55813      4.9      0.4    224.1    -82.1
   55813      5.4      0.2    211.5    -45.1
   55813      5.3      0.4    345.7    -50.9
   55813      4.7      0.5    104.8    -46.3
   55813      4.4      0.2    205.0    -29.2
   55813      3.8      0.3    154.4    -14.4
   55813      4.4      1.2     58.7    -27.3
   55813      4.7      0.2    103.9    -38.3
   55813      3.9      0.6    208.2     -7.3
   55813      4.6      0.2    108.8    -45.0
   55813      4.0      0.2      0.1    -32.5
   55813      5.5      0.2     80.5    -44.5
   55813      4.7      0.2    341.8    -71.7
   55813      3.5      0.3     69.8    -12.7
   55813      5.0      0.3    179.5    -39.7
   55813      4.3      0.8    209.5    -30.8
   55813      4.7      0.4    277.9    -50.8
   55813      5.2      0.4    309.1    -68.2
   55813      5.5      1.2     32.0    -42.8
   55813      5.2      1.3     97.4    -63.5
   55813      4.5      0.3     79.1    -71.7
   55813      5.1      0.9    191.0    -42.1
   55813      3.5      0.3    308.1    -11.5
   55813      3.3      0.3    136.2    -32.3
   55813      4.2      0.3     46.8    -79.6
   55813      4.4      0.3    260.5    -43.3
   55813      4.7      0.1     18.3    -64.0
   55813      4.9      0.2    296.3    -29.4
   55813      4.2      0.3    118.9    -16.4
   55813      4.1      0.2    151.8    -58.0
   55813      3.8      0.2    336.8    -13.4
   55813      3.1      0.4    339.7     -8.3
   55813      3.9      0.3     86.2    -13.2
   55813      3.4      0.4    241.1    -26.2
   55813      3.9      0.2    110.6    -32.6
   55813      5.0      0.5    168.3    -53.1
   55813      4.2      0.3    259.7    -14.5
   55813      4.6      0.3    183.1    -67.9
   55813      4.8      1.5    105.6    -31.1
   55813      5.1      0.4    235.6    -66.4
   55813      4.9      3.2    118.9    -31.2
   55813      4.7      0.2    216.9    -45.7
   55813      4.6      0.3    240.9    -47.4
   55813      4.3      0.5    168.5    -34.4
   55813      3.3      0.5    208.3     -8.5
   55813      4.7      0.4    150.6    -31.1
   55813      4.7      0.3    235.7    -55.9
   55813      5.7      1.1    193.2    -40.8
   55813      4.9      0.3    149.8    -21.1
   55813      4.9      0.3    349.0    -59.2
   55813      5.0      0.2    358.8    -43.9
   55813      3.0      0.2     87.1     -7.4
   55813      5.1      0.3    138.3    -51.6
   55813      3.6      0.5     40.8     -8.1
   55813      3.6      0.3    130.4    -13.8
   55813      4.6      1.7     55.7    -34.7
   55813      4.4      0.5    348.9    -18.5
   55813      4.9      0.3      2.2    -44.4
   55813      4.7      0.3    257.4    -68.4
   55813      5.5      4.1    136.1    -64.9
   55813      4.5      0.4     13.6    -13.4
   55813      3.1      0.3    298.8     -6.9
   55813      3.4      0.3    100.7    -12.2
   55813      4.3      2.0    159.2    -17.2
   55813      6.0      3.2    359.6    -44.9
   55813      2.9      0.4    312.7     -7.6
   55813      4.3      0.6     81.1    -27.6
   55813      4.1      0.6    258.7    -67.6
   55813      4.6      0.3    221.2    -24.4
   55813      4.1      0.4     54.0    -52.1
   55813      3.6      0.8      4.1    -32.3
   55813      5.0      1.2    190.6    -57.5
   55813      4.8      0.3    288.4    -58.0
   55813      5.1      0.2    317.1    -46.6
   55813      4.3      0.2    261.4    -30.4
   55813      5.1      1.6    257.6    -40.1
   55813      4.1      0.5    320.7    -88.2
   55813      4.6      0.3     57.6    -22.9
   55813      4.7      0.3    123.4    -35.4
   55813      5.0      0.3     47.7    -54.1
   55813      4.2      0.2     37.3    -28.0
   55813      5.0      0.3     72.9    -53.2
   55813      3.0      0.3    107.1     -9.0
   55813      4.2      0.3    331.6    -53.3
   55813      3.1      0.7    351.3     -8.2
   55813      4.6      2.2    257.2    -29.5
   55813      3.9      0.3    151.9    -23.2
   55813      3.2      2.0    220.2     -5.1
   55813      5.6      1.3    229.5    -44.9
   55813      4.3      0.3    117.6    -29.1
   55813      2.9      0.6    186.9     -6.8
   55813      3.9      0.2    333.9    -19.1
   55813      5.3      4.9     18.4    -52.0
   55813      3.0      0.6    285.9    -32.8
   55813      5.1      0.3      6.3    -26.4
   55813      5.6      0.9    143.5    -53.8
   55813      4.0      0.5    220.4    -21.2
   55813      4.2      0.2    116.7    -12.3
   55814      5.4      1.3    333.5    -19.4
   55814      4.8      2.1    333.4    -26.2
   55814      3.8      0.3    212.0    -13.4
   55814      5.0      0.5     51.6    -69.2
   55814      3.5      1.0    197.3    -11.1
   55814      4.5      0.7    197.8    -46.4
   55814      4.9      0.3    349.0    -61.5
   55814      3.2      0.3     73.6    -10.5
   55814      5.2      1.5    263.0    -30.1
   55814      4.6      0.3    204.6    -68.2
   55814      4.7      0.2    336.2    -66.2
   55814      3.2      0.5    322.9     -5.5
   55814      5.0      0.8    248.5    -30.8
   55814      5.3      2.6    290.1    -65.0
   55814      3.1      0.4    187.1     -5.0
   55814      5.0      0.6    321.9    -33.6
   55814      4.7      0.4     33.2    -47.4
   55814      5.4      1.1    184.5    -54.5
   55814      5.5      2.2     31.0    -23.0
   55814      4.7      0.2    241.8    -57.4
   55814      3.7      1.5    222.6    -13.6
   55814      4.2      2.4    201.7    -14.7
   55814      4.7      0.3    124.5    -22.4
   55814      4.5      1.5    134.3    -19.3
   55814      4.7      2.1    338.7    -43.9
   55814      5.2      1.3    177.8    -41.9
   55814      3.6      0.3    145.5    -18.7
   55814      5.1      0.8    244.4    -70.6
   55814      3.9      0.3    129.1    -16.0
   55814      4.5      0.4     60.7    -81.7
   55814      5.3      2.2     58.6    -32.2
   55814      5.2      0.6    126.2    -47.4
   55814      5.3      0.2    285.8    -42.8
   55814      5.0      0.3    352.2    -43.6
   55814      3.9      0.3    306.7    -16.3
   55814      5.6      3.8     86.1    -26.0
   55814      4.0      0.3     10.4    -20.0
   55814      5.4      1.9    322.1    -38.6
   55814      3.2      0.3    275.3     -7.7
   55814      4.5      0.9    230.4    -30.1
   55814      5.2      0.4    175.8    -44.3
   55814      4.9      0.3    267.1    -56.8
   55814      5.2      1.7    258.4    -48.6
   55814      5.3      0.2    358.0    -29.8
   55814      4.7      0.3    135.3    -27.8
   55814      3.4      0.3     16.6    -11.9
   55814      5.1      2.4    109.4    -44.3
   55814      2.8      0.4      2.2     -7.6
   55814      5.2      1.7    137.0    -56.9
   55814      3.5      0.3    276.0    -13.2
   55814      4.9      0.6    198.1    -52.8
   55814      4.0      0.2     46.7    -19.2
   55814      5.3      0.4    257.3    -33.7
   55814      4.1      0.2    137.7    -17.1
   55814      4.7      0.4     62.4    -41.9
   55814      4.4      0.3    156.0    -56.6
   55814      3.5      0.5    216.7    -81.9
   55814      4.0      0.3    245.6    -22.4
   55814      4.7      0.2    145.5    -71.8
   55814      5.1      0.6    135.8    -67.4
   55814      3.3      1.0    299.8     -7.8
   55814      3.5      1.5    259.6    -24.8
   55814      5.1      0.7     28.4    -65.4
   55814      4.3      1.7    135.6    -19.0
   55814      3.2      0.3     60.1     -7.9
   55814      5.1      0.3    270.4    -48.9
   55814      5.2      0.7    336.2    -48.6
   55814      4.5      0.2    359.8    -66.3
   55814      4.2      0.5    218.0    -18.9
   55814      3.3      0.3     38.8    -15.5
   55814      4.2      0.6      7.4    -34.2
   55814      4.6      0.3    114.8    -45.5
   55814      3.8      0.3     10.6    -14.5
   55814      6.2      0.7     61.9    -68.4
   55814      3.9      0.7    335.5    -35.1
   55814      5.1      1.4    338.4    -57.5
   55814      3.8      0.3     67.7     -8.8
   55814      4.9      0.2     14.7    -51.5
   55814      5.1      0.2    140.9    -66.1
   55814      4.9      1.8     61.0    -49.0
   55814      3.3      0.7     93.4     -8.9
   55814      5.6      0.3    353.6    -20.2
   55814      3.7      1.3     47.7    -25.8
   55814      3.6      0.2     58.4    -13.5
   55814      3.7      0.6    354.3    -28.7
   55814      4.1      0.2    310.1    -18.0
   55814      4.1      0.2     83.8    -20.2
   55814      4.8      0.3     14.3    -30.8
   55814      3.0      2.0    302.3     -7.0
   55814      3.1      0.2    194.5    -13.8
   55814      5.2      5.5     61.5     -8.8
   55814      2.9      1.3    129.9    -55.2
   55814      5.1      3.9    241.5    -83.6
   55814      5.9      1.3    315.1    -46.7
   55814      4.2      1.4    302.4    -14.8
   55814      5.1      4.0    198.5    -17.2
   55814      4.9      0.4    291.6    -34.2
   55814      5.0      0.3    277.7    -39.4
   55814      4.7      0.3    309.4    -22.1
   55814      5.5      0.3    262.3    -46.2
   55814      4.7      0.4    246.5    -28.3
   55814      4.9      0.2     64.5    -24.6
   55814      3.9      0.3    179.0    -17.1
   55814      4.5      0.4     24.2    -34.5
   55814      3.4      0.1     30.1    -12.0
   55814      4.4      0.3    184.6    -26.9
   55814      4.5      0.3    112.2    -46.5
   55814      4.8      2.8    258.8    -34.7
   55814      5.0      1.2    178.5    -73.9
   55814      3.7      0.3    252.7    -13.0
   55814      3.4      0.3    185.4    -20.6
   55814      4.5      0.3    167.6    -32.7
   55814      5.2      0.2     52.1    -48.2
   55814      4.9      0.3    264.9    -30.1
   55814      4.3      0.2    338.5    -20.1
   55814      5.6      0.4    266.8    -59.0
   55814      4.7      0.2    198.4    -73.1
   55814      4.1      0.8    217.8    -87.8
   55814      4.1      0.7     45.4    -18.8
   55814      3.1      0.4     72.2    -12.3
   55814      5.1      1.5    171.3    -63.3
   55814      5.0      0.5    212.3    -58.8
   55814      5.5      6.1     99.5    -49.4
   55814      4.8      0.4    117.5    -46.4
   55814      4.8      0.7    355.6    -38.6
   55814      4.5      0.2     89.9    -46.1
   55814      4.6      0.3    181.6    -64.9
   55814      5.2      0.3    168.5    -21.8
   55814      4.8      0.3    276.8    -72.9
   55814      2.8      0.7    224.2     -7.2
   55814      4.1      1.1    140.5    -66.0
   55814      4.9      0.4    137.6    -41.3
   55814      5.2      1.0    306.9    -57.6
   55814      4.5      0.3     11.8    -47.9
   55814      4.0      0.2    255.9    -16.9
   55814      3.1      0.3     67.5     -5.4
   55814      4.3      0.4     55.1    -88.6
   55814      4.3      0.3     77.1    -21.8
   55814      5.2      0.2    204.7    -40.3
   55814      4.8      0.4    327.6    -63.9
