MJD	log10(E)	ang_err	RA	Dec
   55788      3.5      0.8    293.0     -0.2
   55788      3.0      1.0    119.5      5.2
   55788      2.9      0.6    347.7     33.9
   55788      3.1      0.5    331.9      0.8
   55788      2.9      0.5    152.1     -2.3
   55788      2.9      1.6    305.9     11.2
   55788      3.0      0.3    256.4     14.6
   55788      2.8      0.6     41.4     18.5
   55788      2.8      2.3    156.3     29.4
   55788      3.1      0.6    285.8     14.6
   55788      3.6      2.0    259.7      2.4
   55788      2.9      0.4    258.3     -2.0
   55788      2.8      1.2     47.3     49.5
   55788      3.1      1.8    251.8     24.5
   55788      3.2      1.8    110.1     27.3
   55788      3.0      0.6    176.7     -1.4
   55788      2.9      0.5    191.6     11.4
   55788      2.7      1.2    126.3     41.1
   55788      2.9      1.0    222.0     59.1
   55788      3.2      0.7    223.5     58.9
   55788      2.7      2.2    334.0     75.2
   55788      3.6      2.8    175.6     62.6
   55788      3.3      0.3     17.0     -1.6
   55788      2.9      1.1    354.6     35.0
   55788      3.1      0.3    113.9     30.4
   55788      2.9      0.5    306.1     15.8
   55788      3.1      0.7    127.4     18.3
   55788      2.9      0.6     28.0     60.8
   55788      2.8      0.9     46.3     13.8
   55788      3.2      0.3     83.2     -1.1
   55788      3.0      1.1    291.6     36.9
   55788      2.6      2.4    212.6     33.8
   55788      3.1      0.6    207.5      6.8
   55788      2.7      4.4    208.6     50.9
   55788      2.8      5.6    190.1     36.2
   55788      2.9      2.8    342.5     26.1
   55788      2.7      2.1    179.1     31.7
   55788      3.1      0.4     97.4     28.9
   55788      2.9      0.2    196.9     -0.4
   55788      2.9      0.6     99.1      7.6
   55788      2.9      1.3    353.7     48.3
   55788      3.8      0.9    115.0     -3.7
   55788      3.4      1.3    159.6     13.4
   55788      2.8      0.6    137.6     28.5
   55788      2.8      0.4     94.8     -2.8
   55788      3.2      2.5     83.7     64.9
   55788      3.8      2.3     61.6      2.3
   55788      4.0      0.2    190.7     -3.2
   55788      2.9      1.8     22.0     29.4
   55788      3.1      1.2    112.3     10.0
   55788      2.7      1.8    319.7      6.1
   55788      3.1      0.5    153.0     52.8
   55788      3.7      5.9     14.3     54.3
   55788      2.6      1.5    274.7     65.6
   55788      3.0      0.4    202.2     18.8
   55788      2.8      0.6    333.9     21.4
   55788      3.1      0.6    311.4     20.9
   55788      2.9      0.5     17.2     69.9
   55788      2.6      4.6     15.2     18.9
   55788      2.8      0.3    320.2     14.8
   55788      3.0      0.5    124.5      2.5
   55788      2.8      0.3    158.5     12.6
   55788      2.8      0.3    222.9     72.1
   55788      3.2      0.4    195.2     16.7
   55788      3.2      2.8    255.7     18.4
   55788      2.8      2.9     50.5     74.9
   55788      2.8      2.7     87.3     52.2
   55788      3.0      1.0    349.7     30.0
   55788      3.1      0.9      9.4     18.9
   55788      2.8      0.9     30.8     51.4
   55788      2.9      0.8    159.8     57.6
   55788      3.3      0.5     68.8     23.7
   55788      3.8      0.9    198.2     -0.5
   55788      2.8      1.4    252.7     32.4
   55788      2.9      1.1    235.9     33.4
   55788      3.1      1.0      9.3      8.3
   55788      3.0      1.4     35.7     59.0
   55788      3.4      0.4     53.0     -2.7
   55788      3.3      0.4    340.6     -2.2
   55788      3.3      0.3     88.5     40.6
   55788      2.9      0.4    129.3     10.3
   55788      2.9      1.1    185.9      4.8
   55788      2.8      2.7     63.2     71.0
   55788      3.0      0.7    160.1      1.5
   55788      3.1      1.8     26.2     32.4
   55788      2.7      0.3      5.9     29.4
   55788      2.8      1.1    341.2      7.9
   55788      2.9      0.3      8.5      6.2
   55788      3.0      1.0    127.1     69.3
   55788      3.5      0.5    354.7     12.9
   55788      3.3      1.2    328.0     15.0
   55788      3.4      1.9    278.7     40.1
   55788      3.3      0.4    351.7     29.2
   55788      3.1      0.7    275.4     -0.8
   55788      3.7      0.4     20.7     -2.2
   55788      2.9      1.1    249.1     17.4
   55788      3.1      0.2    306.9     17.5
   55788      3.1      2.8    279.3      0.2
   55788      3.1      1.2     81.2     27.1
   55788      2.7      2.5     30.5      1.9
   55788      2.8      1.8    113.4     24.3
   55788      2.6      0.9    359.0     15.6
   55788      3.2      3.8      6.4     73.7
   55788      2.7      3.4     52.0     54.3
   55788      2.8      7.3    262.8     75.1
   55788      3.0      1.2     15.1     31.8
   55788      2.8      0.4    129.1      8.1
   55788      3.3      1.8     17.0     32.3
   55788      2.7      1.0     48.2     11.3
   55788      3.1      0.4    125.0     -1.7
   55788      3.3      1.0     56.7     32.3
   55788      2.8      0.4    287.1     13.8
   55788      2.9      0.2    319.0     61.3
   55788      2.7      0.7    340.3     58.5
   55788      2.9      0.5    271.6      3.5
   55788      3.5      2.0     48.6     69.9
   55788      3.8      0.2    303.8      4.3
   55788      3.3      0.3    344.5      8.4
   55788      2.8      0.3    275.0     46.5
   55788      3.0      0.7     76.1     23.4
   55788      2.9      1.6     45.0     25.4
   55788      2.8      2.0    255.4     -3.8
   55788      2.9      0.6    202.8      8.2
   55788      3.1      1.8    254.4     13.1
   55788      2.9      0.6    207.5      2.5
   55788      2.7      0.6    271.0     11.5
   55789      3.2      3.0    350.4     -0.5
   55789      3.0      0.5    267.6     39.5
   55789      2.9      1.3    137.5     36.5
   55789      3.6      0.5     94.1      1.8
   55789      2.8      0.4     63.4      5.4
   55789      3.3      1.8    140.0     42.1
   55789      2.9      1.0    151.2     38.9
   55789      2.8      0.7    261.7     45.2
   55789      3.2      0.3    190.6     17.0
   55789      2.9      0.8     49.4     34.9
   55789      2.9      1.8    213.6     20.9
   55789      3.2      0.3    358.1     25.3
   55789      3.0      0.3    109.3     33.8
   55789      3.0      1.0    160.7     -2.3
   55789      3.1      2.3    102.9     45.8
   55789      2.9      1.8      5.1     -3.4
   55789      3.0      1.3     90.2     30.8
   55789      2.6      1.5    210.9     12.7
   55789      3.0      7.0     27.4     21.8
   55789      2.9      0.9     95.5     46.4
   55789      3.0      0.8    228.5     64.1
   55789      3.1      0.3    284.7     41.8
   55789      2.8      0.6     95.9     66.2
   55789      2.9      0.2    278.6     80.3
   55789      2.9      0.4     38.0     -4.4
   55789      3.2      0.4    140.3      4.3
   55789      2.8      1.9     98.1      3.9
   55789      3.2      1.5    115.9     21.9
   55789      2.8      1.4    122.1     47.4
   55789      3.0      0.3     36.3      1.4
   55789      3.1      1.2    282.4     28.0
   55789      3.2      0.6    262.1      7.6
   55789      3.1      1.5    128.6      9.8
   55789      3.3      0.3    120.6     33.9
   55789      2.9      0.6     94.2      6.7
   55789      3.0      0.9     27.3     62.9
   55789      3.1      1.5     51.8     -0.0
   55789      2.7      0.9    114.3     21.7
   55789      3.0      5.9    171.2     69.1
   55789      2.8      2.2     58.5      7.1
   55789      3.1      0.5     24.8     11.0
   55789      3.4      1.6    325.1     24.5
   55789      2.9      1.5      2.3      8.1
   55789      3.0      0.2    310.5      6.8
   55789      3.0      0.7    142.0     14.0
   55789      3.7      0.4    290.0     23.0
   55789      3.4      3.0    222.3      3.4
   55789      2.8      1.1     92.9      8.5
   55789      3.0      0.7    255.3     20.8
   55789      3.3      0.5    108.8     44.5
   55789      3.3      1.8    267.0     35.7
   55789      2.7      0.5    346.4     43.0
   55789      2.8      1.0     80.4     15.1
   55789      2.8      2.7     68.8     24.2
   55789      2.9      1.5    270.8     -1.2
   55789      3.0      0.5    346.7      7.5
   55789      2.9      0.6     92.6      4.9
   55789      3.9      0.3     78.2      6.4
   55789      3.1      1.9     71.4     44.4
   55789      2.7      5.2    180.6     45.8
   55789      2.9      0.3    352.9     -3.8
   55789      2.9      2.2    287.4     16.7
   55789      2.9      0.8     54.3     33.6
   55789      2.8      1.0    191.5      1.2
   55789      2.9      0.6    263.7     23.0
   55789      3.4      0.5    307.9      1.4
   55789      2.9      1.1    259.6     -3.7
   55789      3.1      0.8     25.5      2.7
   55789      2.8      2.1    179.2     42.4
   55789      2.6      0.8    116.9     22.2
   55789      3.7      3.2     64.5     13.7
   55789      2.8      0.5    121.2     20.7
   55789      3.1      0.4    314.9     15.4
   55789      3.2      1.3     53.8      6.5
   55789      2.9      0.6    289.8      2.1
   55789      3.1      0.8    319.4     18.8
   55789      3.1      0.8    225.9     75.4
   55789      2.9      0.5    320.2     30.2
   55789      3.1      1.3    130.1     -0.9
   55789      2.8      1.2    204.1     38.3
   55789      3.3      1.6     20.2     54.4
   55789      2.9      3.5    191.9     56.1
   55789      2.9      0.7    142.9      0.8
   55789      3.2      1.0     38.4     13.6
   55789      3.0      3.1    300.3     61.4
   55789      3.1      0.9    137.3     15.8
   55789      2.9      0.4     85.1     40.9
   55789      3.0      1.2     36.4     22.4
   55789      3.1      0.4    263.8     27.8
   55789      3.1      1.3    338.3     -0.6
   55789      3.2      0.4    153.3     60.6
   55789      2.8      0.9    271.2     19.3
   55789      3.1      0.4    219.0      2.2
   55789      2.9      1.4    205.9     23.6
   55789      3.0      1.5     27.3     23.7
   55789      3.0      0.8      4.0     39.6
   55789      2.8      1.2    161.2     39.6
   55789      3.3      2.1     42.3      3.8
   55789      3.2      2.0     63.8      6.3
   55789      3.5      1.3    197.5     -0.7
   55789      2.9      1.3    261.4     10.2
   55789      2.8      0.5    290.2      6.9
   55789      3.0      2.9    231.6     75.3
   55789      2.8      0.6     31.1     56.5
   55789      2.9      0.6    106.4     16.4
   55789      3.2      1.8    295.7      2.7
   55789      3.3      1.2    297.3     35.5
   55789      3.0      2.5    311.1     42.7
   55789      3.3      0.7    268.2     49.0
   55789      3.0      0.3     33.4      4.2
   55789      3.5      0.6    162.0     44.7
   55789      2.6      0.8    131.6     14.9
   55789      2.9      0.5    350.5      0.2
   55789      3.1      1.8    170.4      0.2
   55789      2.9      0.4     32.5     32.8
   55789      3.0      0.4    259.2     13.3
   55789      2.8      1.0     75.5      1.6
   55789      3.1      1.2    126.6     25.0
   55789      2.9      1.1     78.0     26.3
   55789      3.0      0.8    352.0     69.0
   55789      3.0      0.7     98.9     46.3
   55789      3.4      1.0     23.1     23.1
   55789      3.1      4.8    240.8     11.6
   55789      3.4      2.7    167.0     53.2
   55789      3.0      0.7     19.5     -0.1
   55789      2.8      2.6    246.4     62.0
   55789      3.1      0.6    270.5     34.4
   55789      2.8      1.2     49.6     29.2
   55789      3.4      3.0     49.4     30.9
   55789      3.0      0.8     92.6     14.1
   55789      2.6      4.1     68.2     39.6
   55789      2.9      1.5     31.5     29.8
   55789      3.1      2.9    167.9     15.3
   55789      2.8      1.1    135.4     58.0
   55789      3.0      1.4    128.3     25.5
   55789      3.1      0.5     78.5      9.7
   55789      3.0      1.4     45.0     18.8
   55789      2.8      2.1     97.1      2.2
   55789      3.1      0.4    133.0     46.1
   55789      3.0      0.5    181.6      9.1
   55789      2.8      1.4    134.9     -0.9
   55789      2.8      2.2    130.2     63.0
   55789      2.8      0.5    297.7      0.6
   55789      2.9      0.7    212.0     29.6
   55789      2.6      2.2    237.7     29.6
   55789      3.0      0.4    168.5      7.0
   55789      3.1      0.9     76.6     11.7
   55789      3.0      0.8      8.9     -2.7
   55789      2.8      1.0    151.3      8.4
   55789      3.3      1.6    321.9     64.3
   55789      3.0      0.6    148.1     10.9
   55789      3.0      1.4    261.5     46.9
   55789      2.7      1.6     67.4     -4.1
   55789      2.8      2.8     89.0     18.9
   55789      3.2      0.6     91.2     12.6
   55789      3.2      4.5     14.5     57.1
   55789      3.2      1.4    270.4      3.5
   55789      3.1      1.9    294.3     12.5
   55789      2.8      0.6    209.1     48.3
   55789      3.2      0.4    313.2     20.1
   55789      3.6      2.6    203.4     57.1
   55789      2.9      3.4     38.1      8.4
   55789      2.9      1.0    105.6     -3.8
   55789      3.0      0.2    268.4     58.5
   55789      4.3      0.2    299.5      0.4
   55789      2.9      2.9    203.4     70.4
   55789      3.0      0.5     18.5     -4.5
   55789      3.0      0.4    128.0     -1.5
   55789      3.0      1.6     65.6     36.3
   55789      2.9      1.6    135.4     58.8
   55789      2.7      9.9     49.1     41.8
   55789      2.6      1.5    270.8      4.4
   55789      3.2      0.6    164.2     44.8
   55789      2.7      0.5    332.5      0.5
   55789      2.9      0.3    326.2      9.6
   55789      2.8      0.6     42.0      3.9
   55789      2.9      0.6    343.1     57.9
   55789      3.0      3.8     80.9     77.3
   55789      2.9      0.8    103.7     61.4
   55789      3.1      0.5    285.4     12.9
   55789      3.3      0.4     38.3     41.0
   55789      3.0      0.7      1.3     25.0
   55789      2.9      1.1    281.0     48.6
   55789      3.0      0.3    200.2     -2.7
   55789      3.4      3.6    354.3      5.9
   55789      3.3      0.3    139.2     18.4
   55789      3.5      0.8    215.6      7.5
   55789      3.1      0.3     69.0     -4.0
   55789      3.2      1.0    274.6      0.9
   55789      2.8      0.8    190.1     49.0
   55789      2.9      1.7    176.3     19.0
   55789      3.1      2.3    187.2      3.0
   55789      2.9      2.7    219.4     44.7
   55789      3.4      0.6    320.3     34.8
   55790      2.7      0.5    330.0     26.3
   55790      3.0      1.3     62.7     16.0
   55790      2.9      0.3     23.9      3.2
   55790      3.0      6.5    229.5      0.2
   55790      3.2      0.7    171.1     25.6
   55790      3.3      5.3    293.9     73.8
   55790      2.8      0.8     17.2     26.8
   55790      3.1      0.8     66.7     11.8
   55790      2.8      0.6    325.4     59.2
   55790      3.2      2.1    271.3     85.9
   55790      3.1      0.5     71.6      4.8
   55790      3.1      2.0    317.9     22.8
   55790      3.1      0.7     43.9     12.7
   55790      2.5      3.1     24.0     59.0
   55790      3.2      1.2     47.5     32.6
   55790      2.8      0.6    256.9     19.3
   55790      3.0      1.3     97.9     20.9
   55790      3.2      0.4    355.4     -0.6
   55790      3.1      0.6    219.8     23.6
   55790      2.8      0.6    241.4     -0.9
   55790      3.1      0.4     58.6     55.2
   55790      3.4      0.3    101.2     13.6
   55790      3.1      1.8    166.3     22.8
   55790      2.9      0.9     20.0     43.6
   55790      2.9      3.1    190.0     53.3
   55790      3.1      1.2     96.5     17.4
   55790      3.2      0.7     60.4     33.0
   55790      3.0      0.7    153.6     23.2
   55790      2.9      0.4     35.4     26.6
   55790      2.9      2.2    170.9      6.0
   55790      3.0      1.0    177.1     66.8
   55790      2.9      6.2     21.5     44.3
   55790      2.9      0.9    157.1     48.0
   55790      3.4      3.2    251.7     47.5
   55790      2.7      1.0    131.7     28.1
   55790      2.9      0.8    220.2      7.4
   55790      3.1      1.1    227.3      3.0
   55790      3.4      0.4    283.0      1.8
   55790      3.2      0.7    166.4     43.1
   55790      2.8      0.5    263.3     55.3
   55790      3.2      2.8    191.4     -2.8
   55790      3.0      1.9    172.7     67.7
   55790      3.0      1.8     73.3      8.3
   55790      2.9      3.1    217.5     49.9
   55790      3.0      1.8     43.2      5.0
   55790      2.7      0.8    108.1     15.2
   55790      2.9      1.1    316.6      1.5
   55790      3.0      2.1    182.2     62.0
   55790      3.1      0.7     70.8     -2.1
   55790      3.3      0.4    352.3     45.3
   55790      3.6      0.3    320.0     11.6
   55790      2.6      1.0    190.1     38.4
   55790      2.8      1.3    222.9     18.8
   55790      2.9      2.2    202.3      7.0
   55790      2.9      1.0     27.1     11.6
   55790      2.9      0.6    136.5     20.4
   55790      2.8      0.8    324.3     14.8
   55790      2.5      1.6    116.9     27.9
   55790      3.2      0.3    203.0     31.5
   55790      2.9      0.5    205.1     79.4
   55790      3.0      0.8    231.6     39.2
   55790      3.0      1.6    161.2     18.9
   55790      3.1      0.8    291.3     -2.7
   55790      2.9      0.4    158.1     39.8
   55790      2.9      1.2    159.3     27.9
   55790      3.0      4.0     80.7     27.9
   55790      3.1      1.8    264.8     20.2
   55790      2.9      0.6    160.8     35.0
   55790      4.0      0.4    262.9     25.0
   55790      1.8      2.1    168.6     38.8
   55790      3.5      0.2    188.8      4.6
   55790      2.9      0.8    297.6     39.1
   55790      3.4      0.5    255.9     31.3
   55790      3.1      0.5    318.3     29.1
   55790      3.2      2.3    196.5     45.7
   55790      3.3      1.9    198.4     34.7
   55790      3.2      0.4     30.2      2.4
   55790      2.9      0.3    261.4     30.9
   55790      3.0      1.9     66.6     39.5
   55790      3.0      2.0    306.3     -3.1
   55790      3.0      0.5     35.6      5.6
   55790      2.9      2.5     61.0      1.8
   55790      2.9      0.5    334.4      6.2
   55790      2.5      0.7    235.5     36.9
   55790      3.0      0.4    156.1      2.8
   55790      3.2      0.6    112.3     43.9
   55790      3.4      0.8     89.9     -4.1
   55790      3.0      2.5    288.9     10.3
   55790      3.3      3.4      4.0     16.6
   55790      2.8      0.8    252.5     27.7
   55790      2.7      1.3    255.7     -0.7
   55790      3.2      1.1    337.7     45.4
   55790      2.8      2.3    130.1     27.9
   55790      2.7      1.8    155.8     17.1
   55790      2.8      3.6    296.3     34.7
   55790      2.6      1.7    161.9     32.9
   55790      2.8      2.5     41.1     50.0
   55790      3.0      1.9    251.0     38.2
   55790      3.1      0.6     54.7     -2.4
   55790      3.0      0.5     39.1      2.9
   55790      3.1      0.4    312.1      3.9
   55790      3.0      0.4    234.9     79.8
   55790      3.3      0.5    152.1      1.8
   55790      3.1      0.4    177.1     -2.6
   55790      3.3      2.4    301.9     28.3
   55790      3.1      0.5    104.5      4.4
   55790      2.6      1.9    134.6     42.8
   55790      2.8      0.9    317.6     -1.7
   55790      3.2      0.4     39.0      3.7
   55790      3.1      1.5    240.2     64.8
   55790      3.0      0.4    131.0     36.6
   55790      3.4      0.8    143.5      6.5
   55790      2.8      2.7     83.0     56.1
   55790      2.7      0.5    325.4     48.0
   55790      3.2      0.9     14.7      9.5
   55790      3.1      0.4    136.0      9.5
   55790      3.1      1.5    218.5      6.8
   55790      3.1      4.1     86.7     27.6
   55790      3.0      0.6    172.8     12.5
   55790      2.8      0.6    119.7     11.9
   55790      2.7      1.0    238.8      2.6
   55790      3.3      5.3    156.9     44.8
   55790      3.0      0.6    112.5     40.3
   55790      3.4      1.4    257.8     16.3
   55790      3.0      1.9    253.4     13.5
   55790      3.1      4.7    145.8     54.2
   55790      3.7      2.9    260.6     72.4
   55790      2.6      1.1    281.6     44.1
   55790      2.8      0.4     79.6     32.8
   55790      3.1      1.2    258.1     30.4
   55790      2.8      1.3    344.7     -2.9
   55790      3.0      0.4     25.8     59.3
   55790      2.8      6.1    127.8     84.5
   55790      2.9      1.1    136.3      3.9
   55790      3.1      0.6    192.6     20.8
   55790      2.7      0.8      4.7     14.3
   55790      2.6      0.9    326.5     59.2
   55790      3.3      1.6     76.4     24.2
   55790      2.9      0.4    244.6     -1.4
   55790      2.8      0.4     71.5     17.4
   55790      2.8      4.6    170.3     37.3
   55790      2.7      0.9    144.3     27.0
   55790      3.2      0.5    142.1     64.7
   55790      3.3      0.6    314.9     48.3
   55790      3.0      0.3    186.3     33.8
   55790      3.2      0.5    349.8     -0.3
   55790      2.9      3.7     18.0     69.8
   55790      2.8      0.5      4.3     40.7
   55790      2.9      0.7    223.9     44.3
   55790      3.5      1.0    147.1      9.5
   55790      2.9      2.0    195.7     47.4
   55790      3.3      1.7     35.1     47.9
   55790      2.9      1.2     99.2     30.0
   55790      3.2      0.3     87.8     59.8
   55790      3.9      4.3     41.3     55.9
   55790      2.8      2.5    182.2     36.3
   55790      3.0      0.7    283.8      8.9
   55790      3.2      1.7    235.6     12.2
   55790      3.0      0.7    317.0     14.4
   55790      3.0      1.1    254.6      4.8
   55790      2.7      0.5    152.1     34.1
   55790      3.1      0.5    293.8     42.3
   55790      3.1      0.4    164.5      1.6
   55790      3.0      0.3    215.8     20.1
   55790      2.8      2.7    146.2     13.7
   55790      3.1      0.7    252.7     13.8
   55790      2.9      1.8    220.3     30.2
   55790      2.7      0.5    154.9     22.8
   55790      2.7      2.5    188.0     11.7
   55790      2.9      0.8    154.2     53.1
   55790      2.8      0.9     61.2     16.7
   55790      2.9      1.8    345.5     23.5
   55790      3.1      0.4    166.1      2.4
   55790      3.1      2.5    333.2     34.0
   55790      2.9      0.3    342.5     25.8
   55790      3.0      4.4    325.6     43.4
   55790      2.9      0.9    225.8      5.1
   55790      3.1      1.4    329.0     54.9
   55790      3.2      0.6     51.5     13.6
   55790      2.8      3.4    218.0     32.9
   55790      3.0      0.6    337.8     11.6
   55790      2.8      2.1    259.0     14.1
   55790      3.0      0.3    353.6     -4.5
   55790      2.9      0.8    153.6      4.4
   55790      2.9      1.5    182.2     39.5
   55790      3.3      1.4    245.2      5.7
   55790      3.3      0.2     23.7     37.1
   55790      2.9      2.3    313.7      2.9
   55790      3.0      1.0    103.4      7.8
   55790      3.1      1.1    141.8      4.6
   55790      3.0      0.9    332.0     41.1
   55790      3.0      0.7    186.8     29.8
   55790      3.0      0.5     36.0      2.5
   55790      3.0      0.7     91.5     19.0
   55790      2.8      0.9    332.7     22.7
   55790      3.0      0.3    330.1     28.3
   55790      3.3      0.4     48.4     34.6
   55790      3.1     12.9    251.0     82.4
   55790      2.5      4.5     94.6      9.7
   55790      2.9      0.4    316.5     22.5
   55790      2.9      1.7    250.1     20.1
   55790      3.2      1.0     58.7     21.8
   55790      2.9      4.7    355.1     15.8
   55790      2.6      1.1     27.7     67.2
   55790      3.1      0.5    159.0      1.0
   55790      2.9      0.5    122.1     32.7
   55791      3.0      1.3    317.9     15.8
   55791      2.8      0.4      8.5     11.9
   55791      3.2      1.8    221.5     19.0
   55791      3.0      0.8    216.8      2.8
   55791      3.0      0.3     38.0     34.4
   55791      2.7      0.8     67.9     74.3
   55791      2.9      0.5    230.9      4.7
   55791      2.8      2.6    284.2     64.9
   55791      2.8      0.5    135.1      2.0
   55791      2.8      1.4    244.2     31.6
   55791      3.2      3.3     48.0     24.0
   55791      3.0      2.2    138.2     28.2
   55791      2.7      3.4    104.7     14.3
   55791      2.7      0.8     78.3     34.1
   55791      2.9      0.9    100.1     -2.5
   55791      3.0      2.5    298.7     34.5
   55791      3.1      0.3    297.2     -4.6
   55791      2.7      1.1    343.7      9.7
   55791      3.1      1.5     61.8     26.7
   55791      3.3      0.7      2.0     10.2
   55791      2.9      0.6    223.2     36.3
   55791      3.0      0.4    140.1     33.9
   55791      3.3      1.0      8.2     65.5
   55791      3.2      0.2    234.0     46.2
   55791      3.0      0.3    186.9     -0.8
   55791      3.1      0.3     88.6     39.9
   55791      3.0      0.2    307.4     49.9
   55791      3.0      1.6      4.8      8.9
   55791      3.5      0.7    192.6     -1.3
   55791      2.9      0.5    205.2      2.8
   55791      3.0      3.0    151.9     17.8
   55791      3.0      0.3    290.5     40.6
   55791      3.5      0.4    171.6     29.6
   55791      3.3      0.2     98.7     36.2
   55791      2.8      1.1    243.8     -0.7
   55791      2.7      0.9    282.7     27.9
   55791      3.0      0.7    100.4     40.7
   55791      2.7      4.8    259.7     68.2
   55791      3.2      0.7     36.6     11.6
   55791      3.0      1.0    167.2      0.6
   55791      3.1      1.6     23.2     15.3
   55791      3.0      0.6    128.6     85.3
   55791      3.0      0.5    323.8     16.7
   55791      2.9      0.5     37.8     -3.0
   55791      3.0      2.9     48.1     30.8
   55791      3.3      0.8    297.0     -3.4
   55791      2.9      0.7    331.0     15.1
   55791      3.3      0.2    351.7     15.2
   55791      2.9      3.9    196.3     -3.3
   55791      3.0      0.6    177.1      0.2
   55791      3.0      0.6    327.4     23.8
   55791      2.9      0.5    138.9     33.0
   55791      2.8      1.1    230.6     15.6
   55791      2.8      0.4    184.8     11.8
   55791      3.0      0.4    170.7     41.4
   55791      2.8      0.5    231.6     32.8
   55791      3.0      0.7    116.5     66.4
   55791      2.1      6.9    128.7     37.2
   55791      2.7      1.9     70.5     83.2
   55791      2.7      0.5     28.3     10.1
   55791      3.0      0.4    339.5     47.6
   55791      3.0      0.4     10.5      1.3
   55791      3.0      0.7    359.8     30.8
   55791      2.7      2.3    173.8     33.9
   55791      3.6      0.3     36.8     19.6
   55791      3.1      1.0     19.9      9.1
   55791      3.2      1.5    187.9      1.4
   55791      2.6      0.5    335.2     40.3
   55791      3.6      0.5    286.6     27.0
   55791      2.9      0.7    126.2     17.3
   55791      3.3      0.7    353.7      4.8
   55791      2.8      0.9    301.7     62.1
   55791      3.1      2.6    191.9     62.6
   55791      3.0      0.3     51.5     43.3
   55791      2.9      3.3    253.9     59.4
   55791      2.8      1.1    112.1     35.6
   55791      2.9      0.5    209.5      6.4
   55791      2.8      1.4    129.6     42.8
   55791      3.6      1.1    186.2     35.6
   55791      2.8      2.1    252.8     12.6
   55791      2.8      0.7    277.6     72.3
   55791      2.9      0.5    297.8     41.0
   55791      2.8      0.8    251.7      2.8
   55791      3.1      1.0    280.9     65.9
   55791      2.9      0.6     81.5     39.9
   55791      3.2      1.8     88.0     22.0
   55791      3.6      0.5    304.1      7.6
   55791      2.9      0.7     66.6     59.0
   55791      2.9      0.4     13.3     -1.4
   55791      3.1      0.7    338.7     22.1
   55791      2.9      1.0     85.6     10.9
   55791      2.8      1.3    310.3      6.3
   55791      3.1      1.0     45.0     64.0
   55791      3.3      1.1     75.3     26.2
   55791      2.8      0.7     41.6     33.4
   55791      3.2      0.3    203.7     12.9
   55791      2.8      1.1    121.9     23.3
   55791      2.8      3.3     67.8     44.5
   55791      3.1      2.1    115.2     33.8
   55791      2.9      1.4     43.3     -3.6
   55791      2.9      0.3    345.9     35.7
   55791      2.8      1.9    232.7     24.2
   55791      3.3      0.6     83.8     12.7
   55791      3.1      0.9    142.6     10.4
   55791      3.2      0.4    116.4     -4.3
   55791      3.2      0.6     95.5      4.3
   55791      2.6      1.3     92.1     48.1
   55791      2.8      0.7    333.2     19.8
   55791      3.1      1.4    339.7     48.6
   55791      2.9      0.5    244.8     35.8
   55791      3.0      3.0     13.2     21.2
   55791      3.1      3.0    187.6     35.5
   55791      3.2      0.6    164.4     60.4
   55791      2.9      0.6    355.0      3.9
   55791      3.0      0.3    209.7     20.4
   55791      3.1      0.4     68.3     56.2
   55791      3.4      0.3    300.8     17.4
   55791      2.8      1.1     73.8     25.0
   55791      3.0      1.5    235.3     24.1
   55791      3.0      1.6    310.9     -4.8
   55791      3.1      5.0     50.3     61.2
   55791      3.0      0.5    142.9     48.5
   55791      3.2      0.2    217.5      1.2
   55791      3.2      2.8    187.2      3.9
   55791      2.9      1.4    266.7     55.9
   55791      3.2      0.6    187.3      6.8
   55791      3.5      0.2    340.7     -4.4
   55791      2.7      0.6     46.2     36.2
   55791      3.0      0.8    316.3     19.7
   55791      2.9      1.0    327.9     23.1
   55791      3.4      0.4     79.4     40.2
   55791      3.0      1.5     66.8     53.9
   55791      3.2      0.3     97.7     16.3
   55791      3.1      1.1    322.5     33.9
   55791      2.9      0.6    102.3     66.2
   55791      2.9      1.0     76.1      1.4
   55791      2.8      0.9    212.9     35.5
   55791      2.8      1.7    202.9     33.9
   55791      2.8      1.3     42.7     43.3
   55791      2.9      3.3    142.2     -0.3
   55791      2.8      0.3    345.3     36.2
   55791      2.7      2.2     14.4     18.2
   55791      3.1      1.0     76.6     39.6
   55791      3.0      0.9    279.8     41.0
   55791      2.9      0.9      5.8     51.9
   55791      2.8      0.9    353.2      2.0
   55791      3.3      0.8     96.0     -5.0
   55791      4.5      0.2    332.8     -2.7
   55791      3.1      2.3    258.8     18.8
   55791      3.2      0.6     73.5      3.2
   55791      3.0      0.4     93.6     62.5
   55791      2.7      2.0    281.8     47.8
   55791      3.3      0.4     43.6     23.6
   55791      3.3      0.4     30.4     72.3
   55791      3.0      0.5     65.9     38.4
   55791      3.6      6.9     96.3     74.3
   55791      3.5      2.6    133.6     58.9
   55791      2.8      0.5     80.7     16.2
   55791      3.1      0.8     27.1      9.8
   55791      3.0      0.5    322.0     25.2
   55791      3.3      0.6    285.1      8.8
   55791      3.0      1.1    317.2     19.2
   55791      3.0      0.2    124.0     15.8
   55791      3.3      0.6    220.6      4.5
   55791      3.2      0.3     56.0     47.4
   55791      2.9      0.6     92.9     12.1
   55791      2.7      0.7    200.0     52.8
   55791      3.2      1.6    217.6      8.5
   55791      2.5      1.4    200.0     47.3
