MJD	log10(E)	ang_err	RA	Dec
   55695      2.6      3.1    121.9     -3.0
   55695      2.8      1.9    254.9     -4.2
   55695      2.9      0.7    244.1      3.5
   55695      3.2      0.5    350.3     14.7
   55695      3.1      0.7    311.1     -1.4
   55695      2.9      0.5    323.2     37.2
   55695      2.9      1.0    206.8     64.9
   55695      2.8      0.9    111.5     58.0
   55695      2.9      0.2    216.4     16.3
   55695      3.0      0.4     20.9     21.8
   55695      2.7      0.8    356.8     49.3
   55695      2.9      0.7    212.3      7.6
   55695      3.0      0.8     28.8     19.9
   55695      2.8      1.3    203.6     29.8
   55695      3.7      2.8     87.9     50.6
   55695      2.3      2.0    308.2     81.6
   55695      3.7      1.4    318.9     48.4
   55695      2.9      1.9      2.2     33.8
   55695      2.8      0.5    332.1     18.6
   55695      2.9      0.9    117.7     25.7
   55695      3.2      1.3    321.1     18.2
   55695      3.1      0.6     25.6     48.7
   55695      2.8      0.6    238.8     17.9
   55695      2.8      0.4    335.6      6.2
   55695      3.0      0.9    210.3      4.5
   55695      3.1      1.1     26.7     26.1
   55695      3.1      0.5    124.0     20.9
   55695      2.8      0.7    141.1     -0.2
   55695      2.9      0.4     31.9     11.3
   55695      2.9      0.4    238.5     22.4
   55695      2.8      0.5    193.0     10.4
   55695      2.8      0.5     16.3     46.6
   55695      2.9      0.4    240.0      5.1
   55695      2.8      0.9    277.4      1.0
   55695      3.5      0.3    268.5     26.2
   55695      3.0      0.3    257.0     53.6
   55695      2.7      0.9    329.0     17.8
   55695      2.8      0.9    297.1     19.3
   55695      2.8      0.5    148.3      8.4
   55695      2.7      5.4    290.6     58.1
   55695      3.0      0.8    198.9     27.4
   55695      2.8      1.5    226.0     37.6
   55695      3.2      0.3     90.0      6.2
   55695      3.1      0.8     82.5     39.6
   55695      3.0      1.0    340.9     11.6
   55695      2.7      0.6     99.8     26.8
   55695      2.9      0.3    196.5     71.1
   55695      2.9      1.3     61.0      7.2
   55695      2.9      0.6     98.9     11.8
   55695      3.0      0.6    159.6     20.9
   55695      3.0      4.1    127.0     20.2
   55695      3.1      0.4    202.5     -2.7
   55695      2.9      0.8    102.4     65.9
   55695      3.0      1.5     71.3     30.6
   55695      3.5      1.9    322.6      8.9
   55695      3.1      4.0    299.3     58.5
   55695      2.7      0.9    312.6     11.8
   55695      2.7      0.5    295.4     52.9
   55695      3.0      1.1    168.7      7.7
   55695      3.3      0.3     99.9     -3.2
   55695      3.1      3.1     87.3      5.9
   55695      3.2      0.5     49.7      6.7
   55695      3.1      0.7    194.6     56.9
   55695      3.0      0.3     75.8     26.9
   55695      2.7      0.5      0.5     14.1
   55695      3.3      2.9    259.7      5.9
   55695      2.9      0.3    356.9     11.3
   55695      3.0      1.2    216.8     56.0
   55695      2.8      0.7    327.0      2.7
   55695      3.2      2.1    182.7     62.7
   55695      2.8      0.5     53.9      3.5
   55695      3.2      0.3    152.3     42.6
   55695      3.0      0.4    113.4     17.4
   55695      2.7      2.4    303.9     11.2
   55695      3.0      0.2     77.2     50.0
   55695      2.9      1.7     84.0     39.5
   55695      2.8      0.9     14.1     -2.8
   55695      3.3      0.5    142.9      6.2
   55695      2.8      1.3    117.2     80.6
   55695      3.3      5.5    292.4      1.7
   55695      3.0      1.0     38.9     11.7
   55695      2.7      0.5    189.8     60.1
   55695      3.0      0.4    136.5     -2.1
   55695      3.0      0.4    312.9     -2.5
   55695      3.1      2.5    251.6     46.4
   55695      3.2      1.9    170.0     26.9
   55695      2.8      0.5     44.2     70.4
   55695      3.0      1.5     13.7      5.5
   55695      2.7      0.7     15.3      6.9
   55695      3.2      0.6     63.9     42.5
   55695      3.1      0.6     23.9     83.0
   55695      2.8      0.7    339.5      5.2
   55695      2.9      0.7    346.1     -4.5
   55695      3.0      0.6    166.1     27.8
   55695      3.2      0.9    312.9     44.6
   55695      2.8      1.5    218.4     30.8
   55695      3.1      0.3     90.4     16.5
   55695      2.6      2.0     77.7     62.4
   55695      3.0      0.8     33.7     23.9
   55695      3.1      1.5    251.5      8.3
   55695      3.0      0.6    106.9      1.8
   55695      3.1      1.2    192.0     11.2
   55695      3.4      0.4     14.7     51.2
   55695      3.5      0.3    194.3     -3.8
   55695      2.9      1.0     88.6     23.7
   55695      3.0      0.6    111.9     49.7
   55695      2.8      0.3     53.1     26.3
   55695      2.8      1.1    277.2     22.6
   55695      3.2      0.8    257.9     12.3
   55695      2.8      0.5    214.6     71.8
   55695      3.0      0.9    110.1      9.0
   55695      3.2      2.5    205.8     20.1
   55695      3.0      0.5    204.5      5.3
   55695      3.0      0.9    228.9     17.0
   55695      3.0      1.4     71.4     15.2
   55695      3.4      0.4     45.4     43.5
   55695      3.2      0.9    162.2      1.6
   55695      3.6      0.5    165.7     28.1
   55695      2.8      1.3    301.2     -3.7
   55696      3.4      0.3    178.4      0.8
   55696      3.2      4.0      2.4     48.8
   55696      3.1      0.9    188.4     -2.7
   55696      2.6      2.5    235.5     35.2
   55696      3.9      0.5     51.8     11.8
   55696      3.2      2.4    336.7     10.0
   55696      3.1      0.8    180.0     24.1
   55696      3.4      0.3    167.4     36.0
   55696      3.1      0.7     36.9     20.4
   55696      3.1      1.0     62.6      8.5
   55696      3.0      2.6     69.7     26.5
   55696      3.5      0.6     64.4     -4.7
   55696      2.5      1.8    105.3     23.8
   55696      3.2      0.6     10.5      4.7
   55696      2.8      0.6     17.4     59.7
   55696      3.0      4.3    196.1      9.8
   55696      2.7      1.0    126.9     -3.7
   55696      3.1      0.6     19.9     18.0
   55696      2.7      0.7     49.6      0.4
   55696      3.0      0.3    316.4     22.3
   55696      2.7      0.8     22.3     39.9
   55696      3.1      0.7    355.8     58.5
   55696      3.2      1.5    281.7     -4.7
   55696      3.2      1.0     68.9     25.3
   55696      2.6      4.6    102.5     22.4
   55696      3.6      0.5    144.2     -4.0
   55696      2.8      2.3    102.3      8.6
   55696      3.3      1.8    289.1      1.2
   55696      2.7      1.1    321.7     25.0
   55696      3.2      1.7     11.3     17.2
   55696      2.9      0.6     20.7      5.8
   55696      3.1      2.5    222.0     25.7
   55696      2.9      0.6    197.5     60.0
   55696      2.6      2.2    202.2     28.9
   55696      3.3      8.0    111.3     88.5
   55696      2.8      0.3    152.1      3.1
   55696      3.0      0.8     91.5     72.3
   55696      2.9      1.7     30.7      9.0
   55696      3.2      1.2    244.3     24.8
   55696      3.4      1.0    135.0      5.4
   55696      3.2      5.6     31.7     51.5
   55696      3.0      0.6    202.9     57.2
   55696      3.0      1.2    257.6     -0.7
   55696      3.1      0.3     81.2      0.3
   55696      2.7      2.7    254.5     30.7
   55696      3.3      4.9    180.2     62.5
   55696      2.9      0.4     50.7      8.1
   55696      3.6      1.2    266.7     56.2
   55696      3.1      1.9    196.2     23.8
   55696      2.9      0.3    296.8     47.3
   55696      3.0      1.0    230.5     10.5
   55696      2.9      2.8     72.9     17.5
   55696      3.0      1.0    214.9     21.0
   55696      2.7      1.9    135.8     65.4
   55696      2.9      1.0    231.1     48.0
   55696      3.2      0.4    256.6     17.4
   55696      3.1      3.4     62.0     32.8
   55696      2.7      1.0    211.4     28.4
   55696      3.1      1.4    258.4     71.6
   55696      3.1      1.7     38.7     28.8
   55696      3.2      0.6    160.7     11.6
   55696      3.4      1.3    330.6     11.8
   55696      2.9      0.7     38.4     19.0
   55696      2.9      0.3    122.7     27.3
   55696      2.9      0.9    216.5     17.3
   55696      3.0      1.8     80.2     76.1
   55696      3.2      0.5    113.2     34.4
   55696      3.1      0.3    266.5     12.2
   55696      3.1      0.7    250.5     14.6
   55696      3.1      1.3     53.2     17.3
   55696      3.3      0.5    314.4      4.2
   55696      3.2      1.3     78.5     26.1
   55696      2.8      0.2     14.6      4.7
   55696      2.7      0.4    234.4      6.3
   55696      3.0      0.4    227.0     48.7
   55696      2.8      0.7     37.4      1.9
   55696      2.9      1.2    131.0      3.7
   55696      3.1      0.4    113.7     -1.5
   55696      2.9      0.4    187.7     25.7
   55696      2.8      0.6    175.8     84.0
   55696      2.8      0.9    163.5     11.7
   55696      3.3      4.6    217.6      9.8
   55696      2.9      1.5    300.4     16.7
   55696      3.0      0.3    239.3      0.1
   55696      3.2      0.3    222.9     14.4
   55696      2.9      0.8     48.0     26.9
   55696      2.9      1.5    224.0     39.6
   55696      2.8      0.5    131.0     10.1
   55696      3.0      1.4    192.4     26.3
   55696      3.1      1.7     94.2     27.4
   55696      3.3      0.3     49.0     -2.6
   55696      2.7      0.5    321.9      9.9
   55696      3.2      1.0    182.6     16.7
   55696      3.1      1.0    331.9     -1.7
   55696      3.1      0.5    318.6     34.6
   55696      3.5      0.6     36.2      6.2
   55696      3.0      0.7    166.4      1.8
   55696      3.7      0.7     72.0     -4.3
   55696      2.7      1.3    342.5      5.7
   55696      3.5      0.6    193.1      8.2
   55696      2.8      1.0    353.8     25.5
   55696      3.0      0.4    188.1      2.6
   55696      2.8      1.8    121.1     17.2
   55696      3.1      0.5     79.3     -3.0
   55696      2.9      1.3    100.8     -0.4
   55696      3.0      0.3     43.0     40.9
   55696      3.3      0.6    196.5     29.6
   55696      3.0      5.2     24.2     41.0
   55696      2.8      0.7     59.5      1.9
   55696      2.1      0.9     69.1     27.5
   55696      3.2      2.3      1.3     -4.0
   55696      3.0      0.6    207.0      0.2
   55696      1.6      5.6    292.2     23.6
   55696      2.9      0.9    261.2      8.5
   55696      3.0      0.7    149.7     21.5
   55696      3.2      0.8    278.0      3.5
   55696      3.1      1.0    342.7     33.6
   55696      3.0      1.9    205.6     23.5
   55696      3.0      0.6    177.2      3.0
   55696      3.1      1.3    233.9     -0.2
   55696      3.0      0.7    183.1      0.2
   55696      3.1      2.2     49.8     15.2
   55696      2.8      0.5    149.5      1.5
   55696      2.8      0.9    124.3     44.4
   55696      2.9      0.7    277.7     45.7
   55696      3.0      1.5     15.5     26.7
   55696      3.1      1.5    106.0     13.5
   55696      3.2      6.1    323.7     31.6
   55696      2.7      0.4    346.1     10.6
   55696      2.8      1.3    180.9     21.7
   55696      2.9      2.1    106.4      1.0
   55696      2.8      2.3     42.6     71.1
   55696      4.0      0.3     59.8      6.2
   55696      3.9      5.5     18.5     -3.4
   55696      2.6      1.1    264.2     42.7
   55696      2.6      1.2     58.7     23.7
   55696      3.2      3.2    261.4     19.5
   55696      2.9      1.3      5.4     29.1
   55696      3.2      0.7    250.3     19.7
   55696      3.1      0.8    147.1      2.7
   55696      3.2      0.4    334.9     15.4
   55696      3.0      0.8     72.3      4.8
   55696      2.9      0.5    136.3      4.8
   55696      3.0      0.3    218.6     59.3
   55696      3.2      1.0    235.0      5.4
   55696      2.9      2.8     96.2     34.4
   55696      2.8      0.4    196.1     17.3
   55696      2.9      0.6    311.2     13.1
   55696      3.0      0.6    345.7     32.3
   55696      3.5      0.7     96.5     13.0
   55696      3.1      1.0    354.8     18.0
   55696      2.8      1.3    227.1     20.9
   55696      3.1      0.5    281.6     17.6
   55696      2.7      1.3    301.0     25.7
   55696      2.8      1.3     14.5     14.0
   55696      3.0      0.3     77.2     -2.7
   55696      2.8      0.6    357.8     54.1
   55696      3.4      0.3    199.1     50.5
   55696      2.9      0.6    250.0     34.8
   55696      2.9      0.3    128.3     16.9
   55696      2.8      0.5    176.1      1.1
   55696      2.8      0.4    128.9     35.5
   55696      3.2      0.3    333.5      3.9
   55696      3.2      1.0      8.7      3.4
   55696      2.7      1.0     17.0     76.9
   55696      3.0      0.5    232.5     -2.0
   55697      4.1      0.6    227.9     14.4
   55697      3.2      3.2     19.4     30.3
   55697      2.5      5.5    308.7     12.6
   55697      2.9      0.8    171.5     -0.0
   55697      2.8      0.4     12.4     43.5
   55697      3.5      0.3    256.1     32.9
   55697      3.2      1.7    155.1     16.5
   55697      3.4      2.7     77.3     -3.6
   55697      3.4      9.2    118.3     77.3
   55697      2.8      0.5     36.7     22.0
   55697      2.7      0.5    154.6     19.3
   55697      3.2      0.7    189.7     29.3
   55697      2.8      1.4    108.2     37.5
   55697      3.0     16.9    279.8     73.8
   55697      3.0      1.4     42.3     21.7
   55697      3.0      0.3     25.6     -0.4
   55697      2.9      3.7    173.2     30.7
   55697      2.9      0.7     81.6     44.2
   55697      2.6      0.6    262.8     66.7
   55697      3.1      0.3     45.1     34.9
   55697      3.1      2.2    168.6     27.3
   55697      3.2      0.5    127.7     33.7
   55697      3.0      1.6    311.1     20.4
   55697      2.8      0.7    194.7     83.4
   55697      2.9      0.8    141.9     36.0
   55697      2.9      0.8    105.2      4.4
   55697      3.3      0.4     31.6     40.4
   55697      2.8      0.6    349.2     55.9
   55697      3.1      0.3    178.2     -4.0
   55697      2.9      0.3     69.9     76.7
   55697      3.4      0.4    172.5     -1.6
   55697      2.8      0.8    323.7      8.0
   55697      3.3      1.3    204.3     50.6
   55697      3.2      0.7    263.3     22.2
   55697      2.8      0.6    141.5      7.0
   55697      2.7      0.5    241.5     17.5
   55697      2.9      0.8    232.7      9.0
   55697      3.2      0.4    124.5      1.2
   55697      2.5      2.6     38.2     -0.6
   55697      2.8      2.8     42.0     19.4
   55697      3.0      1.4    171.3      9.2
   55697      3.2      1.0     57.6     14.1
   55697      2.8      4.0    207.6     33.5
   55697      2.8      0.9    338.1      5.5
   55697      3.2      0.6    294.5     26.1
   55697      2.9      0.7    297.3      1.1
   55697      2.7      0.5    147.8     10.8
   55697      3.3      2.1    109.9     72.7
   55697      3.2      1.1    339.4      1.1
   55697      3.1      2.2     33.8     -2.2
   55697      3.0      1.1    332.3     14.8
   55697      2.8      0.5    323.5     16.1
   55697      3.0      1.6    173.8     48.5
   55697      3.0      1.0     56.2     -1.3
   55697      3.3      1.0     32.5     30.2
   55697      3.1      0.9    317.0      4.5
   55697      2.9      0.5    337.2     23.3
   55697      3.1      3.1    307.2      8.0
   55697      3.5      0.2    141.0     35.4
   55697      3.0      1.7     40.3     20.9
   55697      2.9      3.5     31.1     33.2
   55697      3.1      0.8    156.1      6.1
   55697      3.4      3.7    219.9     31.2
   55697      3.0      1.5     30.3     16.2
   55697      3.2      0.3    353.7     11.8
   55697      3.7      5.7     86.3     51.9
   55697      3.1      5.3     67.3      7.9
   55697      2.9      1.3     52.9     23.1
   55697      2.3      7.2    252.8     -0.6
   55697      2.9      1.5    176.0      6.1
   55697      3.0      0.4     16.5     -3.9
   55697      3.1      0.6     70.8     13.2
   55697      3.0      0.5    271.9     41.2
   55697      3.2      2.6    191.5     17.2
   55697      3.4      0.9    259.6     68.1
   55697      2.9      1.0    262.5      1.8
   55697      2.9      0.3    193.1     19.8
   55697      3.1      0.5      4.2     15.3
   55697      3.3      0.3    354.8      5.5
   55697      3.8      0.3      8.2      0.2
   55697      2.9      0.3    112.9     54.6
   55697      3.0      5.4    176.6      6.7
   55697      3.1      2.5    278.6      6.9
   55697      2.9      1.5    126.9     65.0
   55697      3.2      1.9    111.0     23.1
   55697      2.9      1.8    166.2     -3.8
   55697      3.1      1.7    306.1     -0.2
   55697      3.0      0.3      8.6     -1.4
   55697      2.9      1.1    299.3     -5.0
   55697      3.5      1.3      1.9     29.8
   55697      2.8      0.8    252.1     23.1
   55697      2.9      0.7    199.0     18.9
   55697      2.6      3.0    210.7     54.8
   55697      3.5      2.4    133.7     80.5
   55697      2.7      0.5    319.7     58.0
   55697      3.3      0.3    335.5     29.9
   55697      2.6      0.6    194.9     -1.7
   55697      2.6      0.7    195.4     23.1
   55697      3.0      0.7    209.6     27.8
   55697      2.9      1.4    221.6     10.9
   55697      2.9      1.4    112.0     51.1
   55697      2.9      0.5    284.8     61.7
   55697      2.7      2.0    269.3     16.9
   55697      3.0      0.6    135.0      4.7
   55697      2.7      0.8    189.3     71.7
   55697      2.8      1.6     78.1     57.4
   55697      3.4      0.4    341.8      6.8
   55697      2.2      1.6    147.8     35.6
   55697      3.3      0.5    357.6     19.6
   55697      3.1      0.9    254.5      7.5
   55697      3.0      0.3    201.8     23.5
   55697      3.4      0.7    333.6      8.3
   55697      3.0      0.5    341.1     34.3
   55697      2.6      2.4     65.2     29.0
   55697      3.2      0.5    337.0     26.9
   55697      3.3      0.4    152.0     15.2
   55697      3.3      0.6     59.9     13.9
   55697      3.0      1.6    106.0     42.1
   55697      3.0      1.3     56.0     30.3
   55697      2.5      1.7    106.8     21.7
   55697      3.2      1.1      2.7     62.8
   55697      3.2      0.4    168.4     -1.0
   55697      2.7      5.6    111.7     52.6
   55697      3.5      1.0    240.9     -2.8
   55697      3.2      0.5    110.4     -4.4
   55697      2.9      0.7    261.9     34.3
   55697      2.6      1.7    358.7      9.7
   55697      2.7      1.0    112.9     41.6
   55697      2.9      0.5    309.9      6.9
   55697      3.2      0.4     51.1     22.9
   55697      3.0      0.5    104.1     -1.6
   55697      2.6      1.0    221.6     60.5
   55697      2.5      1.0    321.3     39.9
   55697      3.3      2.9    295.9      8.2
   55697      2.8      0.5    241.5     59.4
   55697      3.2      1.4     94.3     50.1
   55697      3.0      1.6    341.4     16.0
   55697      3.0      0.7    215.6     30.6
   55697      2.9      0.9    266.7     23.7
   55697      3.3      0.7     60.2      7.0
   55697      2.8      0.9     33.2      1.5
   55697      3.0      0.3    266.2      9.5
   55697      3.0      0.8     41.0     -1.5
   55697      2.9      0.5     59.4     25.9
   55697      3.7      1.8    277.1     -0.2
   55697      2.8      0.5    160.8      1.5
   55697      2.8      2.1    222.1     57.0
   55697      2.7      0.6    160.7     15.0
   55697      3.0      0.2    230.1     49.3
   55697      2.9      1.0     75.2     27.4
   55697      2.9      0.5    129.8     69.9
   55697      3.5      4.4    272.1     49.6
   55697      3.0      0.6    100.3     32.9
   55697      3.3      0.2     63.7     18.3
   55697      3.2      0.7    261.0      4.9
   55697      3.2      1.3    159.4      1.9
   55697      3.7      1.0    106.3     -1.9
   55697      3.1      0.5    328.7      5.0
   55697      3.0      0.4     83.8     56.3
   55697      3.1      3.1    263.0     82.4
   55697      2.6      0.9    318.2      6.2
   55697      2.7      1.5      3.9      0.6
   55697      3.3      1.3    149.6     16.5
   55697      3.0      1.1    256.6      0.6
   55697      2.8      0.3     40.5     -1.2
   55697      3.4      0.6    101.1      1.5
   55697      2.5      1.3     15.5     15.4
   55697      3.2      0.8    253.7     16.3
   55697      2.9      0.7    117.6     34.0
   55697      3.4      0.6     78.6      0.6
   55697      2.8      0.7    308.8      3.4
   55697      3.0      0.8    317.4      4.7
   55697      3.5      0.4    182.9      3.4
   55697      2.9      1.8    158.3     -1.3
   55697      2.8      0.3    248.4     70.4
   55697      3.0      0.4    273.4      0.3
   55697      3.1      0.5    323.1     -3.3
   55697      3.1      0.6    326.1     -0.2
   55697      3.2      0.3     37.2     22.5
   55697      2.9      2.1    141.6      6.9
   55697      2.8      1.7    167.7     46.6
   55697      3.0      2.0     40.8     30.5
   55697      3.1      0.2    184.7     32.1
   55697      2.9      0.5     31.3     32.5
   55697      3.1      0.7    278.1     29.7
   55697      2.9      2.6    294.3     10.9
   55697      2.9      1.2    119.2     63.0
   55697      3.0      0.7    236.0     23.6
   55697      2.8      0.7    279.3     31.0
   55697      2.9      1.1     72.2     10.5
   55697      3.1      1.5    284.1     66.7
   55697      2.9      0.4     54.2     17.2
   55697      3.0      0.9     42.8     20.5
   55697      3.0      0.5    131.1     27.2
   55697      2.8      0.4     82.1      4.6
   55697      3.2      2.1    132.6     75.4
   55697      3.1      0.7    175.4      1.2
   55697      3.4      0.5    228.7     -0.6
   55697      2.9      0.3    107.4     62.2
   55697      2.9      0.5    122.2      9.9
   55697      2.9      1.8     59.7     54.8
   55697      3.2      0.7    178.9     12.0
   55697      2.9      0.4    175.0     34.2
   55697      3.0      1.2    310.3     31.1
   55697      3.4      1.4    328.6     32.8
   55697      3.0      0.4    106.4     11.6
   55697      3.2      2.0    123.5      3.3
   55697      2.8      2.1     35.5      2.8
   55697      2.8      0.8    272.5     51.1
   55697      3.0      1.0    182.6     59.1
   55697      2.9      2.2    291.4     23.1
   55697      3.2      0.2    266.7      4.1
   55697      3.6      1.6     82.0      8.5
   55698      2.9      0.3    324.3     24.5
   55698      2.5      2.1    330.8     36.0
   55698      2.6      1.6    227.8     43.0
   55698      3.1      2.4    318.5      8.0
   55698      3.7      0.2    165.6      1.9
   55698      3.0      3.9     86.0      2.3
   55698      3.3      1.6    136.4      8.1
   55698      2.8      0.8     82.2     70.0
   55698      3.2      0.8    304.8     58.8
   55698      3.2      0.9     18.3     39.4
   55698      3.0      0.5     34.0     -4.4
   55698      3.2      0.3     92.7      1.3
   55698      2.8      0.8     13.0      3.1
   55698      4.4      0.8     70.1     -4.6
   55698      4.1      0.9    321.6      9.5
   55698      2.9      0.9    119.7     55.7
   55698      3.0      1.3    221.9      4.4
   55698      2.6      0.7    126.5     64.7
   55698      3.0      0.6    103.3     44.4
   55698      2.8      0.8     60.3     -0.2
   55698      2.5      2.4    148.4     40.1
   55698      3.0      0.3    328.4     37.7
   55698      3.0      1.0    246.9     17.0
   55698      2.7      0.5    333.5      3.7
   55698      3.1      2.3     36.3     16.4
   55698      3.2      0.7    323.0     10.6
   55698      3.5      0.3    104.9     10.5
   55698      3.0      0.4    337.7     51.9
   55698      3.1      0.4    183.4      3.9
   55698      3.2      0.2    262.3     56.9
   55698      3.0      0.4    145.1     39.2
   55698      3.1      0.3    331.6     28.0
   55698      3.6      0.8    211.3      6.9
   55698      3.2      0.8     50.0      4.9
   55698      3.6      4.1     41.8     55.0
   55698      3.2      1.8    147.6     10.9
   55698      3.3      0.3    198.5     46.0
   55698      2.9      0.4     98.1      9.6
   55698      3.0      0.9    188.5     50.6
   55698      2.9      0.3     50.2     38.2
   55698      3.1      0.7     66.2      1.5
   55698      3.9      0.3     91.9     18.4
   55698      2.6      4.2    191.1     31.5
   55698      2.9      0.6     13.5     37.1
   55698      2.8      0.6     60.3     27.2
   55698      3.3      1.0    172.0     -1.1
   55698      2.8      0.5     26.2     20.0
   55698      3.1      0.6    199.0     19.6
   55698      3.0      0.3    141.1     12.5
   55698      2.9      0.7    179.9     20.7
   55698      3.4      5.9     86.2     -0.3
   55698      3.5      0.3     23.1     17.4
   55698      2.9      0.3    313.7     22.0
   55698      3.1      0.3    283.8     48.2
   55698      3.0      2.3     38.4     53.5
   55698      3.1      0.6    349.6     12.7
   55698      3.1      0.7      5.6      0.6
   55698      2.8      1.5    197.8      8.9
   55698      3.1      0.3     64.2     50.8
   55698      3.2      2.3    165.8     44.9
   55698      2.9      2.4     10.3     78.4
   55698      3.1      0.7    342.1     52.4
   55698      2.9      0.4    214.1     28.8
   55698      3.8      0.2    233.9      9.2
   55698      3.0      0.5    289.0     67.7
   55698      3.0      1.4    298.3     24.6
   55698      3.2      2.4    236.7     10.9
   55698      3.0      0.7    247.9      7.3
   55698      3.2      0.7     39.4     53.9
   55698      3.3      1.2     83.8     32.3
   55698      2.9      1.3     80.2     13.8
   55698      2.7      3.6    315.4     33.7
   55698      3.3      0.4    321.9     14.2
   55698      2.8      1.3    307.5     -3.4
   55698      3.3      0.3    294.0      5.6
   55698      4.0      1.6     30.6     13.2
   55698      2.6      1.4    261.1     29.7
   55698      3.5      0.3     23.3      0.5
   55698      3.0      0.4    281.5     14.5
   55698      2.8      0.7    130.7     48.3
   55698      2.9      0.8    250.4     -1.8
   55698      3.4      2.2    335.5     29.2
   55698      3.1      0.3    210.3     30.4
   55698      2.9      1.6    204.0     18.5
   55698      2.7      1.4    335.0      2.5
   55698      2.9      0.5    240.8     35.6
   55698      3.1      0.4    215.2     -1.1
   55698      2.8      1.5    322.5     38.0
   55698      2.8      0.5    315.7      6.2
   55698      2.9      0.7    122.4     22.5
   55698      2.8      0.7    331.6     28.5
   55698      3.2      2.0    263.3     28.2
   55698      3.0      0.4     12.4     39.5
   55698      2.8      0.7    131.5      6.7
   55698      3.0      0.4    201.7     37.2
   55698      3.3      0.2    125.7      6.9
   55698      3.7      0.5    322.5     45.7
   55698      3.4      0.5    289.2     38.8
   55698      2.8      0.4    304.0     52.9
   55698      2.7      0.5    134.2     43.8
   55698      2.9      0.7     45.5     10.8
   55698      2.8      0.3    169.8     27.8
   55698      2.9      0.5    310.8      4.8
   55698      2.9      0.8    207.6     24.7
   55698      3.2      0.5     85.0     46.1
   55698      3.0      0.9    338.0     22.4
   55698      2.9      0.3    308.2     29.0
   55698      2.8      0.5      4.5     14.8
   55698      2.9      0.4    211.9     14.6
   55698      2.7      3.0      0.1     32.1
   55698      2.8      1.1     61.5     12.4
   55698      3.0      0.7    172.1      1.3
   55698      3.2      1.6     79.6     36.7
